batch_no,question_code,option_code,option_label,option_content,is_correct,sort_no
20260513-batch-real-001,Q-FMR-0093,A,A,在模拟器实施正常飞行程序操作，不少于 3 小时,0,160
20260513-batch-real-001,Q-FMR-0093,B,B,在实物训练系统实施正常飞行程序操作，不少于 10 小时,0,170
20260513-batch-real-001,Q-FMR-0093,C,C,在模拟器实施应急飞行程序指挥，包括规避航空器、发动机故障、链路丢失、应急回收、迫降等，不少于 3 小时,1,180
20260513-batch-real-001,Q-FMR-0093,A,A,①③,0,190
20260513-batch-real-001,Q-FMR-0093,B,B,①②③,0,200
20260513-batch-real-001,Q-FMR-0093,C,C,②③,1,210
20260513-batch-real-001,Q-FMR-0093,A,A,副驾驶时间,0,220
20260513-batch-real-001,Q-FMR-0093,B,B,带飞时间,0,230
20260513-batch-real-001,Q-FMR-0093,C,C,机长时间,1,240
20260513-batch-real-001,Q-FMR-0093,A,A,1 个月,0,250
20260513-batch-real-001,Q-FMR-0093,B,B,3 个月,0,260
20260513-batch-real-001,Q-FMR-0093,C,C,半年,1,270
20260513-batch-real-001,Q-FMR-0093,A,A,5 米 B.10 米 C.15 米,0,280
20260513-batch-real-001,Q-FMR-0093,A,A,①②④,0,290
20260513-batch-real-001,Q-FMR-0093,B,B,①②③④ C.②③④,0,300
20260513-batch-real-001,Q-FMR-0093,A,A,两者都有,0,310
20260513-batch-real-001,Q-FMR-0093,B,B,被动反馈系统是指航空器被雷达、ADS-B 系统、北斗等手段从地面进行监视的系统，该反馈信息不经过运营人,0,320
20260513-batch-real-001,Q-FMR-0093,C,C,主动反馈系统，是指运营人主动将航空器的运行信息发送给监视系统,1,330
20260513-batch-real-001,Q-FMR-0093,A,A,3 到 6 个月,0,340
20260513-batch-real-001,Q-FMR-0093,B,B,1 到 6 个月,0,350
20260513-batch-real-001,Q-FMR-0093,C,C,1 到 3 个月,1,360
20260513-batch-real-001,Q-FMR-0093,A,A,①②,0,370
20260513-batch-real-001,Q-FMR-0093,B,B,①③,0,380
20260513-batch-real-001,Q-FMR-0093,C,C,①②③,1,390
20260513-batch-real-001,Q-FMR-0093,A,A,①②③,0,400
20260513-batch-real-001,Q-FMR-0093,B,B,①③④,0,410
20260513-batch-real-001,Q-FMR-0093,C,C,①②③④,1,420
20260513-batch-real-001,Q-FMR-0093,A,A,①②③ B.②③,0,430
20260513-batch-real-001,Q-FMR-0093,C,C,①②,1,440
20260513-batch-real-001,Q-FMR-0093,A,A,2018 年 12 月 29 日 B.1995 年 10 月 30 日 C.1996 年 3 月 1 日,0,450
20260513-batch-real-001,Q-FMR-0093,A,A,不少于 5 小时；不少于 10 小时，不超过 22 小时,0,460
20260513-batch-real-001,Q-FMR-0093,B,B,不少于 15 小时；不少于 5 小时，不超过 22 小时,0,470
20260513-batch-real-001,Q-FMR-0093,C,C,不少于 5 小时；不少于 15 小时，不超过 22 小时,1,480
20260513-batch-real-001,Q-FMR-0093,A,A,不少于 5 小时；不少于 10 小时，不超过 22 小时,0,490
20260513-batch-real-001,Q-FMR-0093,B,B,不少于 15 小时；不少于 10 小时，不超过 28 小时,0,500
20260513-batch-real-001,Q-FMR-0093,C,C,不少于 5 小时；不少于 15 小时，不超过 28 小时,1,510
20260513-batch-real-001,Q-FMR-0093,A,A,不少于 6 小时；不少于 16 小时，不超过 8 小时,0,520
20260513-batch-real-001,Q-FMR-0093,B,B,不少于 15 小时；不少于 5 小时，不超过 22 小时,0,530
20260513-batch-real-001,Q-FMR-0093,C,C,不少于 5 小时；不少于 15 小时，不超过 22 小时,1,540
20260513-batch-real-001,Q-FMR-0093,A,A,不少于 5 小时；不少于 10 小时，不超过 22 小时,0,550
20260513-batch-real-001,Q-FMR-0093,B,B,不少于 15 小时；不少于 10 小时，不超过 28 小时,0,560
20260513-batch-real-001,Q-FMR-0093,C,C,不少于 6 小时；不少于 20 小时，不超过 12 小时,1,570
20260513-batch-real-001,Q-FMR-0093,A,A,2015 年 12 月 29 日,0,580
20260513-batch-real-001,Q-FMR-0093,B,B,2015 年 11 月 13 日,0,590
20260513-batch-real-001,Q-FMR-0093,C,C,2017 年 11 月 29 日,1,600
20260513-batch-real-001,Q-FMR-0093,A,A,2015 年 11 月 1 日 B.2017 年 1 月 1 日 C.2017 年 5 月 16 日,0,610
20260513-batch-real-001,Q-FMR-0093,A,A,最大起飞重量不低于 250 克,0,620
20260513-batch-real-001,Q-FMR-0093,B,B,最大起飞重量不高于 7 公斤的视距内运行,0,630
20260513-batch-real-001,Q-FMR-0093,C,C,空机重量超过 250 克,1,640
20260513-batch-real-001,Q-FMR-0093,A,A,驾驶员姓名、有效证件号码、联系方式,0,650
20260513-batch-real-001,Q-FMR-0093,B,B,拥有者姓名、有效证件号码、使用目的,0,660
20260513-batch-real-001,Q-FMR-0093,C,C,拥有者姓名、有效证件号码、工作单位、联系方式,1,670
20260513-batch-real-001,Q-FMR-0093,A,A,150 公斤 20 米,0,680
20260513-batch-real-001,Q-FMR-0093,B,B,5700 公斤 20 米,0,690
20260513-batch-real-001,Q-FMR-0093,C,C,150 公斤 15 米,1,700
20260513-batch-real-001,Q-FMR-0093,A,A,在融合空城运行的 IV 级别无人机,0,710
20260513-batch-real-001,Q-FMR-0093,B,B,视距内运行的Ⅱ类无人机,0,720
20260513-batch-real-001,Q-FMR-0093,C,C,超视距运行的 I 类无人机,1,730
20260513-batch-real-001,Q-FMR-0093,A,A,①②④,0,740
20260513-batch-real-001,Q-FMR-0093,B,B,①③④,0,750
20260513-batch-real-001,Q-FMR-0093,C,C,①②③④,1,760
20260513-batch-real-001,Q-FMR-0093,A,A,②③,0,770
20260513-batch-real-001,Q-FMR-0093,B,B,②,0,780
20260513-batch-real-001,Q-FMR-0093,C,C,①②③,1,790
20260513-batch-real-001,Q-FMR-0093,A,A,①②③ B.①②,0,800
20260513-batch-real-001,Q-FMR-0093,C,C,①③,1,810
20260513-batch-real-001,Q-FMR-0093,A,A,接受了相应理论知识及飞行技能的培训或具备相应的经验，并向局方或局方授权部门,0,820
20260513-batch-real-001,Q-FMR-0093,B,B,持有民用无人机驾驶员合格证并具有相应等级,0,830
20260513-batch-real-001,Q-FMR-0093,C,C,以上都有,1,840
20260513-batch-real-001,Q-FMR-0093,A,A,半年,0,850
20260513-batch-real-001,Q-FMR-0093,B,B,一年,0,860
20260513-batch-real-001,Q-FMR-0093,C,C,两年,1,870
20260513-batch-real-001,Q-FMR-0093,A,A,商照,0,880
20260513-batch-real-001,Q-FMR-0093,B,B,航线运输执照,0,890
20260513-batch-real-001,Q-FMR-0093,C,C,商照和仪表等级,1,900
20260513-batch-real-001,Q-FMR-0093,A,A,①③④,0,910
20260513-batch-real-001,Q-FMR-0093,B,B,①②④,0,920
20260513-batch-real-001,Q-FMR-0093,C,C,①②③④,1,930
20260513-batch-real-001,Q-FMR-0093,A,A,试验飞行可经批准于人口稠密区、集镇或居住区的上空或者任何露天公众集会上空进行,0,940
20260513-batch-real-001,Q-FMR-0093,B,B,禁止无人机在未获得特殊批准下试验飞行,0,950
20260513-batch-real-001,Q-FMR-0093,C,C,应在空中交通不繁忙的开阔水面或人口稀少区域上空实施,1,960
20260513-batch-real-001,Q-FMR-0093,A,A,不包含载荷的无人机重量,0,970
20260513-batch-real-001,Q-FMR-0093,B,B,不包含载荷、电池和燃料的无人机重量,0,980
20260513-batch-real-001,Q-FMR-0093,C,C,不包含载荷、燃料的无人机重量,1,990
20260513-batch-real-001,Q-FMR-0093,A,A,Ⅴ类,0,1000
20260513-batch-real-001,Q-FMR-0093,B,B,Ⅳ类,0,1010
20260513-batch-real-001,Q-FMR-0093,C,C,Ⅵ类,1,1020
20260513-batch-real-001,Q-FMR-0093,A,A,②③,0,1030
20260513-batch-real-001,Q-FMR-0093,B,B,①③,0,1040
20260513-batch-real-001,Q-FMR-0093,C,C,①②③,1,1050
20260513-batch-real-001,Q-OP-0001,A,A,顺风起降,0,10
20260513-batch-real-001,Q-OP-0001,B,B,逆风起降,1,20
20260513-batch-real-001,Q-OP-0001,C,C,侧风起降,0,30
20260513-batch-real-001,Q-OP-0002,A,A,飞机主轮接地就应及时踩刹车,0,10
20260513-batch-real-001,Q-OP-0002,B,B,滑跑速度大，刹车应重一些,0,20
20260513-batch-real-001,Q-OP-0002,C,C,随滑跑速度减小逐渐增大刹车压力,1,30
20260513-batch-real-001,Q-OP-0003,A,A,粗猛刹车是指刹车过早且过重，导致机轮严重打滑,1,10
20260513-batch-real-001,Q-OP-0003,B,B,粗猛刹车是指操纵刹车太快,0,20
20260513-batch-real-001,Q-OP-0003,C,C,粗猛刹车可以增大刹车效果，只是机轮磨损大一些,0,30
20260513-batch-real-001,Q-OP-0004,A,A,滑跑刹车机轮卡滞是因为地面摩擦太大,0,10
20260513-batch-real-001,Q-OP-0004,B,B,机轮卡滞又叫做拖胎、打滑,1,20
20260513-batch-real-001,Q-OP-0004,C,C,严重卡滞虽然刹车效率高但不安全,0,30
20260513-batch-real-001,Q-OP-0005,A,A,始终保持较大刹车压力的过程,0,10
20260513-batch-real-001,Q-OP-0005,B,B,尽量增大阻滚力矩的刹车过程,0,20
20260513-batch-real-001,Q-OP-0005,C,C,使刹车力矩接近而不超过地面结合力矩的刹车过程,1,30
20260513-batch-real-001,Q-OP-0006,A,A,地面检查时必须刹住飞机,0,10
20260513-batch-real-001,Q-OP-0006,B,B,地面试车增大功率时防止飞机滑动,1,20
20260513-batch-real-001,Q-OP-0006,C,C,地面装载及检查时防止飞机晃动,0,30
20260513-batch-real-001,Q-OP-0007,A,A,主要是为了地面拖飞机,0,10
20260513-batch-real-001,Q-OP-0007,B,B,保证飞机滑行转弯和修正滑跑方向,1,20
20260513-batch-real-001,Q-OP-0007,C,C,前轮摆振时减小受力,0,30
20260513-batch-real-001,Q-OP-0008,A,A,风沿着迎风侧平稳定地向上流动,1,10
20260513-batch-real-001,Q-OP-0008,B,B,风沿着迎风侧湍流逐渐增加,0,20
20260513-batch-real-001,Q-OP-0008,C,C,风沿着背风侧平稳地向下流动,0,30
20260513-batch-real-001,Q-OP-0009,A,A,链路设备型号,1,10
20260513-batch-real-001,Q-OP-0009,B,B,飞行摇杆舵面及节风门反馈检查,0,20
20260513-batch-real-001,Q-OP-0009,C,C,外部控制盒舵面及节风门反馈检查,0,30
20260513-batch-real-001,Q-OP-0010,A,A,起降阶段,1,10
20260513-batch-real-001,Q-OP-0010,B,B,巡航阶段,0,20
20260513-batch-real-001,Q-OP-0010,C,C,滑跑阶段,0,30
20260513-batch-real-001,Q-OP-0011,A,A,水平尾翼产生,0,10
20260513-batch-real-001,Q-OP-0011,B,B,垂直尾翼产生,0,20
20260513-batch-real-001,Q-OP-0011,C,C,机翼产生,1,30
20260513-batch-real-001,Q-OP-0012,A,A,空气的流速,0,10
20260513-batch-real-001,Q-OP-0012,B,B,在翼表面流动长度,0,20
20260513-batch-real-001,Q-OP-0012,C,C,空气比重,1,30
20260513-batch-real-001,Q-OP-0013,A,A,保持不变,0,10
20260513-batch-real-001,Q-OP-0013,B,B,向左转,1,20
20260513-batch-real-001,Q-OP-0013,C,C,向右转,0,30
20260513-batch-real-001,Q-OP-0014,A,A,飞机上升轨迹与水平线之间的夹角,1,10
20260513-batch-real-001,Q-OP-0014,B,B,飞机立轴与水平线之间的夹角,0,20
20260513-batch-real-001,Q-OP-0014,C,C,飞机横轴与水平线之间的夹角,0,30
20260513-batch-real-001,Q-OP-0015,A,A,翼梢出现较强的漩涡，产生很大的诱导阻力,0,10
20260513-batch-real-001,Q-OP-0015,B,B,由于迎角达到临界迎角，造成机翼上表面附面层大部分分离,1,20
20260513-batch-real-001,Q-OP-0015,C,C,由于机翼表面粗糙，使附面层由层流变为紊流,0,30
20260513-batch-real-001,Q-OP-0016,A,A,操控无人机的人,0,10
20260513-batch-real-001,Q-OP-0016,B,B,协助操控无人机的人,0,20
20260513-batch-real-001,Q-OP-0016,C,C,负责整个无人机系统运行和安全的驾驶员,1,30
20260513-batch-real-001,Q-OP-0017,A,A,悬停时的姿态是各气动力和力矩以及重量．重心配平的结果，是唯一的,0,10
20260513-batch-real-001,Q-OP-0017,B,B,在悬停中，要保持直升机没有前后移位，必须使纵向力和俯仰力矩平衡,0,20
20260513-batch-real-001,Q-OP-0017,C,C,悬停时气动力自动保持平衡，无需频繁操纵,1,30
20260513-batch-real-001,Q-OP-0018,A,A,飞行员不应以垂直上升作为主要的飞行方式,1,10
20260513-batch-real-001,Q-OP-0018,B,B,垂直上升中，保持直升机状态比较容易,0,20
20260513-batch-real-001,Q-OP-0018,C,C,要进入回避区,0,30
20260513-batch-real-001,Q-OP-0019,A,A,要严格防止下降率过大,0,10
20260513-batch-real-001,Q-OP-0019,B,B,飞行员应把垂直下降作为主要飞行方式,1,20
20260513-batch-real-001,Q-OP-0019,C,C,在海上或低能见度条件下作垂直下降，操纵要格外谨慎,0,30
20260513-batch-real-001,Q-OP-0020,A,A,在小速度平飞时，高度增加，诱阻功率增大较多，而废阻功率减小较少，因此，平飞所需功率增大。在大速度平飞 时，高度增加，诱阻功率增大程度减小，而废阻功率减小程度增大，平飞所需功率有所减小。,0,10
20260513-batch-real-001,Q-OP-0020,B,B,直升机废阻力面积越大，飞行速度越快。,1,20
20260513-batch-real-001,Q-OP-0020,C,C,随飞机重量的增大，平飞速度范围缩小,0,30
20260513-batch-real-001,Q-OP-0022,A,A,当飞行速度达到盘旋速度时（通常取 200 公里/小时），应协调一致地向盘旋方向压杆、蹬舵,0,10
20260513-batch-real-001,Q-OP-0022,B,B,在盘旋中保持好高度有助于保持盘旋速度，若高度升高，为了保持等高就要向前顶杆，这样就会使速度增大,0,20
20260513-batch-real-001,Q-OP-0022,C,C,改出盘旋，首先要消除向心力，故应向盘旋方向压杆，减小坡度，使旋翼拉力的水平分力减小,1,30
20260513-batch-real-001,Q-OP-0024,A,A,可能使刹车装置失效,0,10
20260513-batch-real-001,Q-OP-0024,B,B,可能导致滑跑时拖胎,0,20
20260513-batch-real-001,Q-OP-0024,C,C,使机轮起转力矩增大而损坏,1,30
20260513-batch-real-001,Q-OP-0025,A,A,放襟翼产生的空气阻力,0,10
20260513-batch-real-001,Q-OP-0025,B,B,刹车时增大的地面摩擦力,1,20
20260513-batch-real-001,Q-OP-0025,C,C,发动机的反推力,0,30
20260513-batch-real-001,Q-OP-0026,A,A,在一定限度内随刹车力矩增大而增大,1,10
20260513-batch-real-001,Q-OP-0026,B,B,增大阻滚力矩就能增大地面摩擦力,0,20
20260513-batch-real-001,Q-OP-0026,C,C,刹车越重效果越好,0,30
20260513-batch-real-001,Q-OP-0027,A,A,常规跑到,0,10
20260513-batch-real-001,Q-OP-0027,B,B,向上带斜坡的地形,1,20
20260513-batch-real-001,Q-OP-0027,C,C,向下带斜坡的地形,0,30
20260513-batch-real-001,Q-OP-0028,A,A,小桨叶角及低转速,0,10
20260513-batch-real-001,Q-OP-0028,B,B,大桨叶角及高转速,0,20
20260513-batch-real-001,Q-OP-0028,C,C,小桨叶高转速,1,30
20260513-batch-real-001,Q-OP-0029,A,A,在地面发射时，无人机使用较为广泛的发射方式是母机空中发射与零长发射,0,10
20260513-batch-real-001,Q-OP-0029,B,B,无人机安装在轨道式发射装置上，在压缩空气、橡筋或液压等弹射装置作用下起飞，无人机飞离发射装置后，在辅 助发动机作用下完成飞行任务,0,20
20260513-batch-real-001,Q-OP-0029,C,C,容器式发射装置是一种封闭式发射装置，兼备发射与贮存无人机功能。它有单室式和多室式两种类型,1,30
20260513-batch-real-001,Q-OP-0030,A,A,增大,0,10
20260513-batch-real-001,Q-OP-0030,B,B,减小,1,20
20260513-batch-real-001,Q-OP-0030,C,C,先减小后增大,0,30
20260513-batch-real-001,Q-OP-0031,A,A,回收伞均由主伞、减速伞和阻力伞三级伞组成,0,10
20260513-batch-real-001,Q-OP-0031,B,B,当无人机完成任务后，地面站发遥控指令给无人机或由无人机自主执行，使无人机减速，降高及发动机停车,1,20
20260513-batch-real-001,Q-OP-0031,C,C,无人机悬挂在主伞下慢慢着陆，机下触地开关接通，使主伞收回无人机内，这是对降落伞回收过程最简单的描述,0,30
20260513-batch-real-001,Q-OP-0032,A,A,增大迎角，使升力的增加大于阻力的增加,0,10
20260513-batch-real-001,Q-OP-0032,B,B,增大迎角，以保持升力不变,1,20
20260513-batch-real-001,Q-OP-0032,C,C,减小迎角，以保持阻力不变,0,30
20260513-batch-real-001,Q-OP-0033,A,A,相等,1,10
20260513-batch-real-001,Q-OP-0033,B,B,升力大于重力,0,20
20260513-batch-real-001,Q-OP-0033,C,C,升力小于重力,0,30
20260513-batch-real-001,Q-OP-0034,A,A,起飞、建立航线,0,10
20260513-batch-real-001,Q-OP-0034,B,B,着陆目测，着陆,0,20
20260513-batch-real-001,Q-OP-0034,C,C,任务飞行,1,30
20260513-batch-real-001,Q-OP-0035,A,A,有人机是从飞机观察着陆场，无人机是从着陆场观察飞机,1,10
20260513-batch-real-001,Q-OP-0035,B,B,有人机为第三视角，无人机为第一视角,0,20
20260513-batch-real-001,Q-OP-0035,C,C,有人机驾驶员通过地面人员通告仪表参考值，无人机起降操作手可自行观察,0,30
20260513-batch-real-001,Q-OP-0036,A,A,机场气温较高时，跑道上升气流明显，会导致下滑距离增长,1,10
20260513-batch-real-001,Q-OP-0036,B,B,机场气温较高时，跑道下降气流明显，会导致下滑距离增长,0,20
20260513-batch-real-001,Q-OP-0036,C,C,机场气温较高时，跑道下降气流明显，会导致下滑距离减小,0,30
20260513-batch-real-001,Q-OP-0037,A,A,检讨飞行执行过程,0,10
20260513-batch-real-001,Q-OP-0037,B,B,填写飞行日志或记录本,0,20
20260513-batch-real-001,Q-OP-0037,C,C,规划飞行航线,1,30
20260513-batch-real-001,Q-OP-0038,A,A,发动机稳定性检查,0,10
20260513-batch-real-001,Q-OP-0038,B,B,发动机生产日期,1,20
20260513-batch-real-001,Q-OP-0038,C,C,发动机油路检查,0,30
20260513-batch-real-001,Q-OP-0039,A,A,柔和减小俯仰角,0,10
20260513-batch-real-001,Q-OP-0039,B,B,柔和增大俯仰角,1,20
20260513-batch-real-001,Q-OP-0039,C,C,迅速停止爬升,0,30
20260513-batch-real-001,Q-OP-0040,A,A,飞机接地后，马上刹车,0,10
20260513-batch-real-001,Q-OP-0040,B,B,飞机接地后，待速度降到安全范围内刹车,1,20
20260513-batch-real-001,Q-OP-0040,C,C,飞机接地后，待飞机滑停后再刹车,0,30
20260513-batch-real-001,Q-OP-0041,A,A,迅速将油门推至大车并快速拉杆起飞,0,10
20260513-batch-real-001,Q-OP-0041,B,B,逐渐将油门推至大车并在速度达到起飞速度时柔和拉杆起飞,1,20
20260513-batch-real-001,Q-OP-0041,C,C,将油门迅速推至大车，等飞机速度积累到足够使其自动起飞,0,30
20260513-batch-real-001,Q-OP-0042,A,A,减速下滑、拉平接地和减速滑跑三个阶段,0,10
20260513-batch-real-001,Q-OP-0042,B,B,下滑、拉平、平飘、接地和着陆滑跑五个阶段,1,20
20260513-batch-real-001,Q-OP-0042,C,C,下滑、接平、接地、着陆滑跑和刹车五个阶段,0,30
20260513-batch-real-001,Q-OP-0043,A,A,滑跑距离将减小,1,10
20260513-batch-real-001,Q-OP-0043,B,B,滑跑距离将增大,0,20
20260513-batch-real-001,Q-OP-0043,C,C,滑跑距离不变,0,30
20260513-batch-real-001,Q-OP-0044,A,A,左偏,0,10
20260513-batch-real-001,Q-OP-0044,B,B,右偏,1,20
20260513-batch-real-001,Q-OP-0044,C,C,不必干涉,0,30
20260513-batch-real-001,Q-OP-0045,A,A,大油门保证飞机速度,0,10
20260513-batch-real-001,Q-OP-0045,B,B,小油门便于飞机下降,1,20
20260513-batch-real-001,Q-OP-0045,C,C,油门置于中间状态留足操纵空间,0,30
20260513-batch-real-001,Q-OP-0046,A,A,逐渐推至大车状态,1,10
20260513-batch-real-001,Q-OP-0046,B,B,保持小油门,0,20
20260513-batch-real-001,Q-OP-0046,C,C,逐渐收至小车状态,0,30
20260513-batch-real-001,Q-OP-0047,A,A,飞机接地后，为保证安全一般将油门收为零,1,10
20260513-batch-real-001,Q-OP-0047,B,B,飞机接地后，将油门保持大车状态，准备随时复飞,0,20
20260513-batch-real-001,Q-OP-0047,C,C,飞机接地后，着陆滑跑一段时间再收油门,0,30
20260513-batch-real-001,Q-OP-0048,A,A,适时、柔和,1,10
20260513-batch-real-001,Q-OP-0048,B,B,适时、快速,0,20
20260513-batch-real-001,Q-OP-0048,C,C,跟着感觉操作,0,30
20260513-batch-real-001,Q-OP-0049,A,A,精神过分紧张，对着陆存有顾虑，因而注意力分配不当，操作动作犹豫不适量,0,10
20260513-batch-real-001,Q-OP-0049,B,B,着陆条件不好,0,20
20260513-batch-real-001,Q-OP-0049,C,C,飞机型号不同,1,30
20260513-batch-real-001,Q-OP-0050,A,A,飞机稍微偏离期望下划线,0,10
20260513-batch-real-001,Q-OP-0050,B,B,飞机油料不足,0,20
20260513-batch-real-001,Q-OP-0050,C,C,跑道上有飞机或其他障碍物影响着陆安全时,1,30
20260513-batch-real-001,Q-OP-0051,A,A,飞行器外观检查,0,10
20260513-batch-real-001,Q-OP-0051,B,B,燃油动力飞行器需要称重检查,0,20
20260513-batch-real-001,Q-OP-0051,C,C,气象检查,1,30
20260513-batch-real-001,Q-OP-0052,A,A,发动机油量检查,0,10
20260513-batch-real-001,Q-OP-0052,B,B,发动机启动怠速转速、震动、稳定性检查,0,20
20260513-batch-real-001,Q-OP-0052,C,C,发动机生产厂家检查,1,30
20260513-batch-real-001,Q-OP-0053,A,A,下滑和拉平,0,10
20260513-batch-real-001,Q-OP-0053,B,B,平飘接地和着陆滑跑,0,20
20260513-batch-real-001,Q-OP-0053,C,C,下降和定高,1,30
20260513-batch-real-001,Q-OP-0054,A,A,飞行员,0,10
20260513-batch-real-001,Q-OP-0054,B,B,起降驾驶员,0,20
20260513-batch-real-001,Q-OP-0054,C,C,飞行驾驶员,1,30
20260513-batch-real-001,Q-OP-0055,A,A,飞行员,0,10
20260513-batch-real-001,Q-OP-0055,B,B,起降驾驶员,1,20
20260513-batch-real-001,Q-OP-0055,C,C,飞行驾驶员,0,30
20260513-batch-real-001,Q-OP-0056,A,A,无人机着陆性能,0,10
20260513-batch-real-001,Q-OP-0056,B,B,无人机速度范围,0,20
20260513-batch-real-001,Q-OP-0056,C,C,无人机升限,1,30
20260513-batch-real-001,Q-OP-0057,A,A,海平面不同重量下的速度范围,0,10
20260513-batch-real-001,Q-OP-0057,B,B,极限高度内的速度范围,0,20
20260513-batch-real-001,Q-OP-0057,C,C,极限高度外的速度范围,1,30
20260513-batch-real-001,Q-OP-0058,A,A,俯冲最大速度,0,10
20260513-batch-real-001,Q-OP-0058,B,B,不同高度、重量下的失速速度,0,20
20260513-batch-real-001,Q-OP-0058,C,C,静止时飞机零漂速度,1,30
20260513-batch-real-001,Q-OP-0059,A,A,大车状态的连续工作时间,0,10
20260513-batch-real-001,Q-OP-0059,B,B,稳定怠速,0,20
20260513-batch-real-001,Q-OP-0059,C,C,发动机生产日期,1,30
20260513-batch-real-001,Q-OP-0060,A,A,适时定高飞行，待各项指标正常后再继续爬升,1,10
20260513-batch-real-001,Q-OP-0060,B,B,发现发动机各参数不正常时迅速转下降,0,20
20260513-batch-real-001,Q-OP-0060,C,C,不必操纵，信任发动机自身性能,0,30
20260513-batch-real-001,Q-OP-0061,A,A,检查飞行平台、发动机、机上设备的故障状况、油量、电量,0,10
20260513-batch-real-001,Q-OP-0061,B,B,决定着陆场或迫降场,0,20
20260513-batch-real-001,Q-OP-0061,C,C,任务执行情况,1,30
20260513-batch-real-001,Q-OP-0062,A,A,50 米,0,10
20260513-batch-real-001,Q-OP-0062,B,B,100 米,1,20
20260513-batch-real-001,Q-OP-0062,C,C,150 米,0,30
20260513-batch-real-001,Q-OP-0063,A,A,航空器开始起飞滑跑轮子转动的瞬间,1,10
20260513-batch-real-001,Q-OP-0063,B,B,航空器起飞滑跑抬前轮的瞬间,0,20
20260513-batch-real-001,Q-OP-0063,C,C,航空器进入跑道对正起飞方向的瞬间,0,30
20260513-batch-real-001,Q-OP-0064,A,A,航空器接地的瞬间,0,10
20260513-batch-real-001,Q-OP-0064,B,B,航空器着陆后前轮接地的瞬间,0,20
20260513-batch-real-001,Q-OP-0064,C,C,航空器着陆滑跑终止的瞬间,1,30
20260513-batch-real-001,Q-OP-0065,A,A,从航空器自装载地点开始滑行直到飞行结束到达卸载地点停止运动时为止的时间,1,10
20260513-batch-real-001,Q-OP-0065,B,B,自航空器开始起飞滑跑至着陆滑跑终止的时间,0,20
20260513-batch-real-001,Q-OP-0065,C,C,从航空器起飞进入跑道至着陆脱离跑道的时间,0,30
20260513-batch-real-001,Q-OP-0066,A,A,到达预定高度时，开始改平飞,0,10
20260513-batch-real-001,Q-OP-0066,B,B,超过预定高度 10-20 米时，开始改平飞,0,20
20260513-batch-real-001,Q-OP-0066,C,C,上升至预定高度前 10-20 米时，开始改平飞,1,30
20260513-batch-real-001,Q-OP-0067,A,A,10 公里/小时,0,10
20260513-batch-real-001,Q-OP-0067,B,B,15 公里/小时,1,20
20260513-batch-real-001,Q-OP-0067,C,C,20 公里/小时,0,30
20260513-batch-real-001,Q-OP-0068,A,A,到达预定高度时，开始改平飞,0,10
20260513-batch-real-001,Q-OP-0068,B,B,超过预定高度 20-30 米时，开始改平飞,0,20
20260513-batch-real-001,Q-OP-0068,C,C,下降至预定高度的 20-30 米时，开始改平飞,1,30
20260513-batch-real-001,Q-OP-0069,A,A,自主控制,0,10
20260513-batch-real-001,Q-OP-0069,B,B,人工遥控,0,20
20260513-batch-real-001,Q-OP-0069,C,C,人工智能,1,30
20260513-batch-real-001,Q-OP-0070,A,A,全机阻力减小,1,10
20260513-batch-real-001,Q-OP-0070,B,B,全机阻力增大,0,20
20260513-batch-real-001,Q-OP-0070,C,C,全机阻力无明显变化,0,30
20260513-batch-real-001,Q-OP-0071,A,A,增加油门以保持空速,0,10
20260513-batch-real-001,Q-OP-0071,B,B,减小油门以保持空速,1,20
20260513-batch-real-001,Q-OP-0071,C,C,针对此情况，无需做相关动作,0,30
20260513-batch-real-001,Q-OP-0072,A,A,全机阻力减小,0,10
20260513-batch-real-001,Q-OP-0072,B,B,全机阻力增大,1,20
20260513-batch-real-001,Q-OP-0072,C,C,全机阻力无明显变化,0,30
20260513-batch-real-001,Q-OP-0073,A,A,增加油门以保持空速,1,10
20260513-batch-real-001,Q-OP-0073,B,B,减小油门以保持空速,0,20
20260513-batch-real-001,Q-OP-0073,C,C,针对此情况，无需做相关动作,0,30
20260513-batch-real-001,Q-OP-0074,A,A,飞行速度减小,1,10
20260513-batch-real-001,Q-OP-0074,B,B,飞行速度增大,0,20
20260513-batch-real-001,Q-OP-0074,C,C,飞行速度无明显变化,0,30
20260513-batch-real-001,Q-OP-0075,A,A,飞行速度减小,0,10
20260513-batch-real-001,Q-OP-0075,B,B,飞行速度增大,1,20
20260513-batch-real-001,Q-OP-0075,C,C,飞行速度无明显变化,0,30
20260513-batch-real-001,Q-OP-0076,A,A,增加油门以保持空速,1,10
20260513-batch-real-001,Q-OP-0076,B,B,减小油门以保持空速,0,20
20260513-batch-real-001,Q-OP-0076,C,C,针对此情况，无需做相关动作,0,30
20260513-batch-real-001,Q-OP-0077,A,A,增加油门以保持空速,0,10
20260513-batch-real-001,Q-OP-0077,B,B,减小油门以保持空速,1,20
20260513-batch-real-001,Q-OP-0077,C,C,针对此情况，无需做相关动作,0,30
20260513-batch-real-001,Q-OP-0078,A,A,舵面结构及连接检查,0,10
20260513-batch-real-001,Q-OP-0078,B,B,起飞（发射），降落（回收）装置检查,0,20
20260513-batch-real-001,Q-OP-0078,C,C,飞行器涂装,1,30
20260513-batch-real-001,Q-OP-0079,A,A,控制站软件检查,0,10
