batch_no,source_file,source_locator,category_code,question_code,question_type,stem,correct_answer,analysis,score,sort_no,source_ref,parse_status,review_reason,options_payload_json,answer_payload_json,raw_payload_json
20260513-batch-real-001,raw-bank/空中交通管制.docx,第28题,air_traffic_control,Q-ATC-0028,single_choice,"为保障飞行安全，建议无论是在白天还是夜间,当发动机在运转时就打开：[1分]",A,A防撞灯的典型特征是红色旋转灯或白色频闪灯，其核心作用是提醒周围人员与飞机注意发动机运行状态，避免碰撞风险。B着陆灯主要用于起飞和降落阶段的跑道照明。C航行灯则是标示飞机位置和方向的红绿白色固定灯，通常在飞机移动时开启。,1,28,raw-bank/空中交通管制.docx#第28题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""防撞灯""}, {""optionCode"": ""B"", ""optionContent"": ""着陆灯""}, {""optionCode"": ""C"", ""optionContent"": ""航行灯""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""28.为保障飞行安全，建议无论是在白天还是夜间,当发动机在运转时就打开：[1分]"", ""A.防撞灯"", ""B.着陆灯"", ""C.航行灯"", ""参考答案：A"", ""解析："", ""A防撞灯的典型特征是红色旋转灯或白色频闪灯，其核心作用是提醒周围人员与飞机注意发动机运行状态，避免碰撞风险。B着陆灯主要用于起飞和降落阶段的跑道照明。C航行灯则是标示飞机位置和方向的红绿白色固定灯，通常在飞机移动时开启。""], ""sourceFile"": ""空中交通管制.docx""}"
20260513-batch-real-001,raw-bank/空中交通管制.docx,第29题,air_traffic_control,Q-ATC-0029,single_choice,机场的起落航线通常为______航线，起落航线的飞行高度，通常为_____[1分],C,机场的起落航线通常为左航线。这一规定主要是基于飞行员（通常位于驾驶舱左侧）能更好地观察跑道环境的考虑。当然，若因地形、城市等条件的限制，或者为避免同邻近机场的起落航线交叉，起落航线也可以为右航线。至于起落航线的飞行高度，通常为300米至500米。这一高度范围的设计旨在确保飞行安全，使航空器能够与其他空域分层隔离，避免潜在的空域冲突。,1,29,raw-bank/空中交通管制.docx#第29题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""左，300 米至 600 米""}, {""optionCode"": ""B"", ""optionContent"": ""右，300 米至 500 米""}, {""optionCode"": ""C"", ""optionContent"": ""左，300 米至 500 米""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""29.机场的起落航线通常为______航线，起落航线的飞行高度，通常为_____[1分]"", ""A.左，300 米至 600 米"", ""B.右，300 米至 500 米"", ""C.左，300 米至 500 米"", ""参考答案：C"", ""解析："", ""机场的起落航线通常为左航线。这一规定主要是基于飞行员（通常位于驾驶舱左侧）能更好地观察跑道环境的考虑。当然，若因地形、城市等条件的限制，或者为避免同邻近机场的起落航线交叉，起落航线也可以为右航线。至于起落航线的飞行高度，通常为300米至500米。这一高度范围的设计旨在确保飞行安全，使航空器能够与其他空域分层隔离，避免潜在的空域冲突。""], ""sourceFile"": ""空中交通管制.docx""}"
20260513-batch-real-001,raw-bank/空中交通管制.docx,第30题,air_traffic_control,Q-ATC-0030,single_choice,航空器进行空域飞行时，应当按照规定的______进入空域或者脱离空域，并且保持在规定的空域和高度范围内飞 行[1分],B,航空器在进入或脱离空域时，需要按照规定的航线（航向）飞行，以确保飞行路径的明确和有序。飞行高度是确保不同航空器之间安全的重要因素，必须严格按照规定的高度飞行，以避免碰撞。飞行次序是指航空器在空域中的飞行顺序和时间安排，以避免空中交通拥堵和冲突。,1,30,raw-bank/空中交通管制.docx#第30题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""航线（航向）、高度、次序和进出点""}, {""optionCode"": ""B"", ""optionContent"": ""航线（航向）、高度、次序""}, {""optionCode"": ""C"", ""optionContent"": ""航线（航向）、高度""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""30.航空器进行空域飞行时，应当按照规定的______进入空域或者脱离空域，并且保持在规定的空域和高度范围内飞 行[1分]"", ""A.航线（航向）、高度、次序和进出点"", ""B.航线（航向）、高度、次序"", ""C.航线（航向）、高度"", ""参考答案：B"", ""解析："", ""航空器在进入或脱离空域时，需要按照规定的航线（航向）飞行，以确保飞行路径的明确和有序。飞行高度是确保不同航空器之间安全的重要因素，必须严格按照规定的高度飞行，以避免碰撞。飞行次序是指航空器在空域中的飞行顺序和时间安排，以避免空中交通拥堵和冲突。""], ""sourceFile"": ""空中交通管制.docx""}"
20260513-batch-real-001,raw-bank/空中交通管制.docx,第31题,air_traffic_control,Q-ATC-0031,single_choice,轻型无人机是指[1分],C,无人机类别 空机质量范围微型无人机 0kg(不含)＜微型≤7kg(含)轻型无人机 7kg(不含)＜轻型≤116kg(含)小型无人机 116kg(不含)＜小型≤5700kg(含)大型无人机 5700kg(不含)＜大型,1,31,raw-bank/空中交通管制.docx#第31题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""质量大于等于 7kg，但小于 116kg 的无人机，且全马力平飞中，校准空速小于 100 千米/ 小时（55 海里/小时），升 限小于 3000 米""}, {""optionCode"": ""B"", ""optionContent"": ""质量大于 7kg，但小于等于 116kg 的无人机，且全马力平飞中，校准空速小于 100 千米/ 小时（55 海里/小时），升 限小于 3000 米""}, {""optionCode"": ""C"", ""optionContent"": ""空机质量大于 7kg，但小于等于 116kg 的无人机，且全马力平飞中，校准空速小于 100 千米/小时（55 海里/小 时），升限小于 3000 米""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""31.轻型无人机是指[1分]"", ""A.质量大于等于 7kg，但小于 116kg 的无人机，且全马力平飞中，校准空速小于 100 千米/ 小时（55 海里/小时），升 限小于 3000 米"", ""B.质量大于 7kg，但小于等于 116kg 的无人机，且全马力平飞中，校准空速小于 100 千米/ 小时（55 海里/小时），升 限小于 3000 米"", ""C.空机质量大于 7kg，但小于等于 116kg 的无人机，且全马力平飞中，校准空速小于 100 千米/小时（55 海里/小 时），升限小于 3000 米"", ""参考答案：C"", ""解析："", ""无人机类别 空机质量范围微型无人机 0kg(不含)＜微型≤7kg(含)轻型无人机 7kg(不含)＜轻型≤116kg(含)小型无人机 116kg(不含)＜小型≤5700kg(含)大型无人机 5700kg(不含)＜大型""], ""sourceFile"": ""空中交通管制.docx""}"
20260513-batch-real-001,raw-bank/空中交通管制.docx,第32题,air_traffic_control,Q-ATC-0032,single_choice,微型无人机是指[1分],A,无人机类别 空机质量范围微型无人机 0kg(不含)＜微型≤7kg(含)轻型无人机 7kg(不含)＜轻型≤116kg(含)小型无人机 116kg(不含)＜小型≤5700kg(含)大型无人机 5700kg(不含)＜大型,1,32,raw-bank/空中交通管制.docx#第32题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""空机质量小于等于 7kg 的无人机""}, {""optionCode"": ""B"", ""optionContent"": ""质量小于 7kg 的无人机""}, {""optionCode"": ""C"", ""optionContent"": ""质量小于等于 7kg 的无人机""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""32.微型无人机是指[1分]"", ""A.空机质量小于等于 7kg 的无人机"", ""B.质量小于 7kg 的无人机"", ""C.质量小于等于 7kg 的无人机"", ""参考答案：A"", ""解析："", ""无人机类别 空机质量范围微型无人机 0kg(不含)＜微型≤7kg(含)轻型无人机 7kg(不含)＜轻型≤116kg(含)小型无人机 116kg(不含)＜小型≤5700kg(含)大型无人机 5700kg(不含)＜大型""], ""sourceFile"": ""空中交通管制.docx""}"
20260513-batch-real-001,raw-bank/空中交通管制.docx,第33题,air_traffic_control,Q-ATC-0033,single_choice,小型无人机是指空机质量小于或等于（）千克的无人机[1分],B,无人机类别 空机质量范围微型无人机 0kg(不含)＜微型≤7kg(含)轻型无人机 7kg(不含)＜轻型≤116kg(含)小型无人机 116kg(不含)＜小型≤5700kg(含)大型无人机 5700kg(不含)＜大型,1,33,raw-bank/空中交通管制.docx#第33题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""116""}, {""optionCode"": ""B"", ""optionContent"": ""5700""}, {""optionCode"": ""C"", ""optionContent"": ""1260""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""33.小型无人机是指空机质量小于或等于（）千克的无人机[1分]"", ""A.116"", ""B.5700"", ""C.1260"", ""参考答案：B"", ""解析："", ""无人机类别 空机质量范围微型无人机 0kg(不含)＜微型≤7kg(含)轻型无人机 7kg(不含)＜轻型≤116kg(含)小型无人机 116kg(不含)＜小型≤5700kg(含)大型无人机 5700kg(不含)＜大型""], ""sourceFile"": ""空中交通管制.docx""}"
20260513-batch-real-001,raw-bank/空中交通管制.docx,第34题,air_traffic_control,Q-ATC-0034,single_choice,大型无人机是指[1分],A,无人机类别 空机质量范围微型无人机 0kg(不含)＜微型≤7kg(含)轻型无人机 7kg(不含)＜轻型≤116kg(含)小型无人机 116kg(不含)＜小型≤5700kg(含)大型无人机 5700kg(不含)＜大型,1,34,raw-bank/空中交通管制.docx#第34题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""空机质量大于 5700 千克的无人机""}, {""optionCode"": ""B"", ""optionContent"": ""质量大于 5700 千克的无人机""}, {""optionCode"": ""C"", ""optionContent"": ""空机质量大于等于 5700 千克的无人机""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""34.大型无人机是指[1分]"", ""A.空机质量大于 5700 千克的无人机"", ""B.质量大于 5700 千克的无人机"", ""C.空机质量大于等于 5700 千克的无人机"", ""参考答案：A"", ""解析："", ""无人机类别 空机质量范围微型无人机 0kg(不含)＜微型≤7kg(含)轻型无人机 7kg(不含)＜轻型≤116kg(含)小型无人机 116kg(不含)＜小型≤5700kg(含)大型无人机 5700kg(不含)＜大型""], ""sourceFile"": ""空中交通管制.docx""}"
20260513-batch-real-001,raw-bank/空中交通管制.docx,第35题,air_traffic_control,Q-ATC-0035,single_choice,航空器起飞着陆时使用跑道主要取决于:[1分],A,A航空器起降时优先选择逆风条件，这是航空动力学的基本要求。地面风向风速作为决定性因素主要体现在三个方面：‌升力优化‌：逆风增加机翼相对气流速度，提升升力效率，缩短起飞滑跑距离；‌‌‌‌‌安全性提升‌：逆风条件可降低航空器接地时的地速，减少着陆冲击力和滑跑距离；‌‌‌动态适应性‌：风向风速实时变化，跑道选择需灵活匹配当前气象条件，而跑道坡度、机型需求等属于固定参数或次要因素。B‌机型限制‌：不同机型对跑道长度、强度有特定要求，但在同一机场满足基本条件后，每次起降仍需优先考虑风向。C进场航迹与跑道夹角‌：该参数影响降落时的航线修正，但属于操作层面的调整，并非跑道选择的根本依据。,1,35,raw-bank/空中交通管制.docx#第35题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""地面风向风速""}, {""optionCode"": ""B"", ""optionContent"": ""机型""}, {""optionCode"": ""C"", ""optionContent"": ""进场航迹与跑道中心延长线夹角的大小""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""35.航空器起飞着陆时使用跑道主要取决于:[1分]"", ""A.地面风向风速"", ""B.机型"", ""C.进场航迹与跑道中心延长线夹角的大小"", ""参考答案：A"", ""解析："", ""A航空器起降时优先选择逆风条件，这是航空动力学的基本要求。地面风向风速作为决定性因素主要体现在三个方面：‌升力优化‌：逆风增加机翼相对气流速度，提升升力效率，缩短起飞滑跑距离；‌‌‌‌‌安全性提升‌：逆风条件可降低航空器接地时的地速，减少着陆冲击力和滑跑距离；‌‌‌动态适应性‌：风向风速实时变化，跑道选择需灵活匹配当前气象条件，而跑道坡度、机型需求等属于固定参数或次要因素。B‌机型限制‌：不同机型对跑道长度、强度有特定要求，但在同一机场满足基本条件后，每次起降仍需优先考虑风向。C进场航迹与跑道夹角‌：该参数影响降落时的航线修正，但属于操作层面的调整，并非跑道选择的根本依据。""], ""sourceFile"": ""空中交通管制.docx""}"
20260513-batch-real-001,raw-bank/空中交通管制.docx,第36题,air_traffic_control,Q-ATC-0036,single_choice,仪表（云中）飞行空域的边界距离航路、空中走廊以及其他空域的边界，不得小于[1分],B,A数值过小，不符合仪表飞行对安全间隔的严格要求。通常目视飞行规则的间隔可能较低，但仪表飞行需更大余度。B符合法规要求。例如《飞行基本规则》附件二明确，仪表飞行空域边界与航路、空中走廊等边界的最小横向间隔为10公里，确保规避飞行冲突。C无依据支持此数值。,1,36,raw-bank/空中交通管制.docx#第36题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""5 公里""}, {""optionCode"": ""B"", ""optionContent"": ""10 公里""}, {""optionCode"": ""C"", ""optionContent"": ""15 公里""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""36.仪表（云中）飞行空域的边界距离航路、空中走廊以及其他空域的边界，不得小于[1分]"", ""A.5 公里"", ""B.10 公里"", ""C.15 公里"", ""参考答案：B"", ""解析："", ""A数值过小，不符合仪表飞行对安全间隔的严格要求。通常目视飞行规则的间隔可能较低，但仪表飞行需更大余度。B符合法规要求。例如《飞行基本规则》附件二明确，仪表飞行空域边界与航路、空中走廊等边界的最小横向间隔为10公里，确保规避飞行冲突。C无依据支持此数值。""], ""sourceFile"": ""空中交通管制.docx""}"
20260513-batch-real-001,raw-bank/空中交通管制.docx,第37题,air_traffic_control,Q-ATC-0037,single_choice,等待空域的最低高度层，距离地面障碍物的真实高度不得小于[1分],B,"A此高度过低，无法满足飞行安全需求，尤其在复杂气象条件下无法保证避障裕度，显然不符合规定。B符合国际及国内航空管理的普遍规定。例如，飞行程序设计中，关键空域（如等待空域、起降航线）普遍要求至少600米的障碍物避让高度，以确保安全余量。‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌C虽然地形差异可能影响净空要求，但等待空域作为通用空域类型，通常执行统一标准，不会因地形细分阈值。
≡ 本试卷共计37题，此处为结束标志。≡ examcoo™",1,37,raw-bank/空中交通管制.docx#第37题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""300 米""}, {""optionCode"": ""B"", ""optionContent"": ""600 米""}, {""optionCode"": ""C"", ""optionContent"": ""平原地区不小于 300 米，丘陵山区不小于 600 米""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""37.等待空域的最低高度层，距离地面障碍物的真实高度不得小于[1分]"", ""A.300 米"", ""B.600 米"", ""C.平原地区不小于 300 米，丘陵山区不小于 600 米"", ""参考答案：B"", ""解析："", ""A此高度过低，无法满足飞行安全需求，尤其在复杂气象条件下无法保证避障裕度，显然不符合规定。B符合国际及国内航空管理的普遍规定。例如，飞行程序设计中，关键空域（如等待空域、起降航线）普遍要求至少600米的障碍物避让高度，以确保安全余量。‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌C虽然地形差异可能影响净空要求，但等待空域作为通用空域类型，通常执行统一标准，不会因地形细分阈值。"", ""≡ 本试卷共计37题，此处为结束标志。≡ examcoo™""], ""sourceFile"": ""空中交通管制.docx""}"
20260513-batch-real-001,raw-bank/无人机飞行手册、法律法规及其他.docx,第1题,flight_manual_and_regulations,Q-FMR-0001,single_choice,无人机制造商编写的随机文档（无人机所有者/信息手册）__________。,C,根据中国民用航空相关规定，无人机操作需严格遵循《无人机飞行手册》指导，该手册由局方批准并包含飞行操作规范、维护标准等核心内容。制造商提供的《无人机所有者/信息手册》属于辅助性文件，主要包含设备参数、用户指南等信息，无法替代局方批准的飞行手册。,1,1,raw-bank/无人机飞行手册、法律法规及其他.docx#第1题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""可以替代《无人机飞行手册》""}, {""optionCode"": ""B"", ""optionContent"": ""一般情况下可以替代《无人机飞行手册》""}, {""optionCode"": ""C"", ""optionContent"": ""不可替代《无人机飞行手册》""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""1.无人机制造商编写的随机文档（无人机所有者/信息手册）__________。"", ""A.可以替代《无人机飞行手册》"", ""B.一般情况下可以替代《无人机飞行手册》"", ""C.不可替代《无人机飞行手册》"", ""参考答案：C"", ""解析：根据中国民用航空相关规定，无人机操作需严格遵循《无人机飞行手册》指导，该手册由局方批准并包含飞行操作规范、维护标准等核心内容。制造商提供的《无人机所有者/信息手册》属于辅助性文件，主要包含设备参数、用户指南等信息，无法替代局方批准的飞行手册。""], ""sourceFile"": ""无人机飞行手册、法律法规及其他.docx""}"
20260513-batch-real-001,raw-bank/无人机飞行手册、法律法规及其他.docx,第2题,flight_manual_and_regulations,Q-FMR-0002,single_choice,如果无人机制造商使用编写的细节更加详细的《无人机驾驶员操作手册》作为主要参考《无人机飞行手册》。,A,根据航空法规，无人机飞行手册（AFM）是经局方批准的必要文件，不可被其他文件直接替代。然而，若制造商提供的《无人机驾驶员操作手册》内容更为详细，且经过局方（如民航管理部门）的正式批准，则可以作为替代。,1,2,raw-bank/无人机飞行手册、法律法规及其他.docx#第2题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""由局方批准后可以替代""}, {""optionCode"": ""B"", ""optionContent"": ""不可替代""}, {""optionCode"": ""C"", ""optionContent"": ""一般情况下可以替代""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""2.如果无人机制造商使用编写的细节更加详细的《无人机驾驶员操作手册》作为主要参考《无人机飞行手册》。"", ""A.由局方批准后可以替代"", ""B.不可替代"", ""C.一般情况下可以替代"", ""参考答案：A"", ""解析：根据航空法规，无人机飞行手册（AFM）是经局方批准的必要文件，不可被其他文件直接替代。然而，若制造商提供的《无人机驾驶员操作手册》内容更为详细，且经过局方（如民航管理部门）的正式批准，则可以作为替代。""], ""sourceFile"": ""无人机飞行手册、法律法规及其他.docx""}"
20260513-batch-real-001,raw-bank/无人机飞行手册、法律法规及其他.docx,第3题,flight_manual_and_regulations,Q-FMR-0003,single_choice,无人机制造商编写的随机文档《无人机所有者/信息手册》。,B,根据民航规章的要求，无人机制造商编写的《无人机所有者/信息手册》属于制造商为用户提供的操作指南和基本信息文档，主要用于指导用户安全使用和维护无人机。此类文件通常属于制造商的自主责任范畴，不需要向局方（如中国民航局）提交审批。,1,3,raw-bank/无人机飞行手册、法律法规及其他.docx#第3题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""需经局方批准""}, {""optionCode"": ""B"", ""optionContent"": ""不需局方批准""}, {""optionCode"": ""C"", ""optionContent"": ""特殊飞行器需局方批准""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""3.无人机制造商编写的随机文档《无人机所有者/信息手册》。"", ""A.需经局方批准"", ""B.不需局方批准"", ""C.特殊飞行器需局方批准"", ""参考答案：B"", ""解析：根据民航规章的要求，无人机制造商编写的《无人机所有者/信息手册》属于制造商为用户提供的操作指南和基本信息文档，主要用于指导用户安全使用和维护无人机。此类文件通常属于制造商的自主责任范畴，不需要向局方（如中国民航局）提交审批。""], ""sourceFile"": ""无人机飞行手册、法律法规及其他.docx""}"
20260513-batch-real-001,raw-bank/无人机飞行手册、法律法规及其他.docx,第4题,flight_manual_and_regulations,Q-FMR-0004,single_choice,如果一本《无人机飞行手册》没有注明具体的无人机序号和注册信息，则。,B,如果一本《无人机飞行手册》没有注明具体的无人机序号和注册信息，那么它不能作为特定无人机的飞行参考指导，因为手册中的信息可能不适用于具体的无人机型号和配置。手册中包含的通用信息可能适用于多种无人机，但缺乏特定无人机的详细数据和操作指南，无法提供针对特定无人机的准确指导。因此，这样的手册只能用于一般学习用途，不能作为特定无人机飞行的参考指导。,1,4,raw-bank/无人机飞行手册、法律法规及其他.docx#第4题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""手册可以作为该机飞行的参考指导""}, {""optionCode"": ""B"", ""optionContent"": ""手册只能用于一般学习用途""}, {""optionCode"": ""C"", ""optionContent"": ""手册可以部分作为该机飞行参考指导""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""4.如果一本《无人机飞行手册》没有注明具体的无人机序号和注册信息，则。"", ""A.手册可以作为该机飞行的参考指导"", ""B.手册只能用于一般学习用途"", ""C.手册可以部分作为该机飞行参考指导"", ""参考答案：B"", ""解析：如果一本《无人机飞行手册》没有注明具体的无人机序号和注册信息，那么它不能作为特定无人机的飞行参考指导，因为手册中的信息可能不适用于具体的无人机型号和配置。手册中包含的通用信息可能适用于多种无人机，但缺乏特定无人机的详细数据和操作指南，无法提供针对特定无人机的准确指导。因此，这样的手册只能用于一般学习用途，不能作为特定无人机飞行的参考指导。""], ""sourceFile"": ""无人机飞行手册、法律法规及其他.docx""}"
20260513-batch-real-001,raw-bank/无人机飞行手册、法律法规及其他.docx,第5题,flight_manual_and_regulations,Q-FMR-0005,single_choice,无人机飞行前，无人机飞行员,A,"根据无人机操作规范和安全要求，飞行员在飞行前必须严格遵循随机附带的《无人机飞行手册》进行准备工作。该手册包含制造商针对特定机型制定的飞行前检查清单、操作流程及安全注意事项，是确保飞行合法性和安全性的核心依据。
B个人经验可能忽略特定机型的技术细节或最新法规，存在安全隐患。
C所有者手册参考通常侧重设备维护而非实时飞行操作，无法替代飞行手册的针对性指导。",1,5,raw-bank/无人机飞行手册、法律法规及其他.docx#第5题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""按照随机《无人机飞行手册》指导飞行""}, {""optionCode"": ""B"", ""optionContent"": ""按照积累的经验指导飞行""}, {""optionCode"": ""C"", ""optionContent"": ""重点参考《无人机所有者/信息手册》""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""5.无人机飞行前，无人机飞行员"", ""A.按照随机《无人机飞行手册》指导飞行"", ""B.按照积累的经验指导飞行"", ""C.重点参考《无人机所有者/信息手册》"", ""参考答案：A"", ""解析：根据无人机操作规范和安全要求，飞行员在飞行前必须严格遵循随机附带的《无人机飞行手册》进行准备工作。该手册包含制造商针对特定机型制定的飞行前检查清单、操作流程及安全注意事项，是确保飞行合法性和安全性的核心依据。"", ""B个人经验可能忽略特定机型的技术细节或最新法规，存在安全隐患。"", ""C所有者手册参考通常侧重设备维护而非实时飞行操作，无法替代飞行手册的针对性指导。""], ""sourceFile"": ""无人机飞行手册、法律法规及其他.docx""}"
20260513-batch-real-001,raw-bank/无人机飞行手册、法律法规及其他.docx,第6题,flight_manual_and_regulations,Q-FMR-0006,single_choice,无人机适航证不可_____．,B,"A‌转让时需随飞机转移‌：若无人机所有权发生变更，适航证书需一并移交新持有人，以确保运行责任的连续性。‌‌‌‌‌‌‌
B不可存放备查‌：适航证书是无人机安全运行的法定证明文件，需在实际飞行中随时接受检查，因此必须保持即时可用性。若仅存放备查，将无法满足飞行现场查验需求，属于违规行为。‌‌
C‌必须随无人机系统携带‌：飞行时，证书需与无人机系统一同携带，以便操作人员或监管部门随时核验合法性。",1,6,raw-bank/无人机飞行手册、法律法规及其他.docx#第6题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""随飞机一起转让""}, {""optionCode"": ""B"", ""optionContent"": ""存放备查""}, {""optionCode"": ""C"", ""optionContent"": ""随无人机系统携带""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""6.无人机适航证不可_____．"", ""A.随飞机一起转让"", ""B.存放备查"", ""C.随无人机系统携带"", ""参考答案：B"", ""解析：A‌转让时需随飞机转移‌：若无人机所有权发生变更，适航证书需一并移交新持有人，以确保运行责任的连续性。‌‌‌‌‌‌‌"", ""B不可存放备查‌：适航证书是无人机安全运行的法定证明文件，需在实际飞行中随时接受检查，因此必须保持即时可用性。若仅存放备查，将无法满足飞行现场查验需求，属于违规行为。‌‌"", ""C‌必须随无人机系统携带‌：飞行时，证书需与无人机系统一同携带，以便操作人员或监管部门随时核验合法性。""], ""sourceFile"": ""无人机飞行手册、法律法规及其他.docx""}"
20260513-batch-real-001,raw-bank/无人机飞行手册、法律法规及其他.docx,第7题,flight_manual_and_regulations,Q-FMR-0007,single_choice,无人机系统无线电资源的使用______局方无线电管理部门的许可证。,A,"使用无线电频率需取得许可，无人机系统作为无线电台（站）的一部分，其无线电资源的使用属于法定监管范畴。‌‌
若无人机仅用于本地控制（如视距内飞行），且未涉及远程数据传输等跨区域通信，可能无需单独申请频率许可（但需符合微功率短距离设备的规定）。‌‌
常规情况下，涉及数据链通信的无人机需通过局方许可确保频谱合规性。",1,7,raw-bank/无人机飞行手册、法律法规及其他.docx#第7题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""需要""}, {""optionCode"": ""B"", ""optionContent"": ""不需要""}, {""optionCode"": ""C"", ""optionContent"": ""一般情况下不需要""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""7.无人机系统无线电资源的使用______局方无线电管理部门的许可证。"", ""A.需要"", ""B.不需要"", ""C.一般情况下不需要"", ""参考答案：A"", ""解析：使用无线电频率需取得许可，无人机系统作为无线电台（站）的一部分，其无线电资源的使用属于法定监管范畴。‌‌"", ""若无人机仅用于本地控制（如视距内飞行），且未涉及远程数据传输等跨区域通信，可能无需单独申请频率许可（但需符合微功率短距离设备的规定）。‌‌"", ""常规情况下，涉及数据链通信的无人机需通过局方许可确保频谱合规性。""], ""sourceFile"": ""无人机飞行手册、法律法规及其他.docx""}"
20260513-batch-real-001,raw-bank/无人机飞行手册、法律法规及其他.docx,第8题,flight_manual_and_regulations,Q-FMR-0008,single_choice,无人机驾驶员在执行任务时，应当随身携带,C,"A主要用于记录飞行数据和维护信息，属于设备管理文件，通常由运营人统一保管，非强制要求飞行员随身携带。‌‌
B属于无人机适航性证明文件，需随机保存或在运营人处备案，无需驾驶员个人携带。
C驾驶员执照或合格证‌作为飞行员资质的核心证明文件，是执行飞行任务时必须随身携带的法定证件。根据《民用无人机驾驶员管理规定》，该要求直接保障了飞行操作的合法性和规范性。‌‌",1,8,raw-bank/无人机飞行手册、法律法规及其他.docx#第8题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""飞行记录本""}, {""optionCode"": ""B"", ""optionContent"": ""飞行适航证书""}, {""optionCode"": ""C"", ""optionContent"": ""驾驶员执照或合格证""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""8.无人机驾驶员在执行任务时，应当随身携带"", ""A.飞行记录本"", ""B.飞行适航证书"", ""C.驾驶员执照或合格证"", ""参考答案：C"", ""解析：A主要用于记录飞行数据和维护信息，属于设备管理文件，通常由运营人统一保管，非强制要求飞行员随身携带。‌‌"", ""B属于无人机适航性证明文件，需随机保存或在运营人处备案，无需驾驶员个人携带。"", ""C驾驶员执照或合格证‌作为飞行员资质的核心证明文件，是执行飞行任务时必须随身携带的法定证件。根据《民用无人机驾驶员管理规定》，该要求直接保障了飞行操作的合法性和规范性。‌‌""], ""sourceFile"": ""无人机飞行手册、法律法规及其他.docx""}"
