condition_id,occurrence_id,condition_template_id,case_id,question_bank_id,chunk_id,batch,source_version,question_type,exam_date,exam_site,source_docx,source_page,source_row_index,condition_index,condition_marker,condition_type,raw_text,normalized_values,units,waypoint_refs,latlon_text,angle_values,speed_values,height_values,distance_values,quality_flags
gcond_75ae66b672da,gcond_75ae66b672da,gctpl_97520118456f,gsec_66a4e556f3fb,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_21,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,22,2,2,(二),speed_height;bearing_angle,"a值为30米（误差≤±3米），b值为10米（误差 ≤±1米)，c值为30m,d值为3m/s。 (航线方位及各数值 可由委任代表按实际情况进行调整，考题以委任代表规定数值为准)",30;3;10;1;30;3,m;m/s;米,,,,3m/s,,,
gcond_edbb9b3bfea4,gcond_edbb9b3bfea4,gctpl_79c71d28a5cd,gsec_66a4e556f3fb,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_21,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,22,3,3,1、,coordinate,"2号点经纬度： N:28°28'28"" E:122°20'20”",2;28;28;28;122;20;20,°;度,,"N:28°28'28"";E:122°20'20”",28°;122°,,,,
gcond_40fb21191863,gcond_40fb21191863,gctpl_0af49ea8673b,gsec_66a4e556f3fb,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_21,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,22,4,4,2、,coordinate;bearing_angle;restriction;geometry,由于空域限制：起飞 后需先向NE方向飞行 3 600米到达“避让点”， 再执行航线任务 图形1号点位于“避让点” SW方向400米,3;600;1;400,S;米,3,,,,,600米;400米,
gcond_e821c6b23539,gcond_e821c6b23539,gctpl_fa20f06e3c92,gsec_66a4e556f3fb,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_21,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,22,5,5,3、,other,1号点位于2号点北偏 西15°,1;2;15,°,,,15°,,,,
gcond_3bc9676a1609,gcond_3bc9676a1609,gctpl_0b610eb7ae87,gsec_423c2fb0d40c,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_22,2026H1,2026H1,地面站避让点题型,2026-05-28,福建02考场,避让点题型-考试条件提取.docx,23,1,1,(一),coordinate;speed_height;turn_hold_loop,"规划扫描航线要求不闭合不循环，航线长度为a,航线间 隔为b,航线相对地面高度为c,水平速度为d,垂直速度为e,转弯 方式为停止转弯，各点停留时间为f；",,度,,,,,,,
gcond_2ad59b5e66e4,gcond_2ad59b5e66e4,gctpl_5b1f6b1673bc,gsec_423c2fb0d40c,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_22,2026H1,2026H1,地面站避让点题型,2026-05-28,福建02考场,避让点题型-考试条件提取.docx,23,2,2,(二),coordinate;speed_height,"a值为300米，b值为100米，c值为50m,d值为6m/s, e值为2m/s,f值为10s。",300;100;50;6;2;10,m;m/s;s;米,,,,6m/s;2m/s,,,
gcond_1bdde1dc41a9,gcond_1bdde1dc41a9,gctpl_a79cb2ce859b,gsec_423c2fb0d40c,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_22,2026H1,2026H1,地面站避让点题型,2026-05-28,福建02考场,避让点题型-考试条件提取.docx,23,3,3,二：,coordinate;speed_height;bearing_angle;restriction;geometry,起飞后需向SE方向平飞 550米到达“避让点”再执 行航线任务，避让点高度 为420米 题卡图形1号点到“避让点” 为SW方向340米处,550;420;1;340,S;度;米,,,,,420米,550米,
gcond_6008d2d0fe53,gcond_6008d2d0fe53,gctpl_f40a90b2bbb1,gsec_423c2fb0d40c,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_22,2026H1,2026H1,地面站避让点题型,2026-05-28,福建02考场,避让点题型-考试条件提取.docx,23,4,4,三：,geometry,东北风题卡图形2号点 位于题卡图形3号点逆风方 向。,2;3,,,,,,,,
gcond_ac88d8e194b1,gcond_ac88d8e194b1,gctpl_a11511fcaa7c,gsec_bd719b2d7df6,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_23,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,24,1,1,(一),speed_height;turn_hold_loop;bearing_angle;geometry;takeoff_return,与 的相对方位由委任代表根据 现场环境等情况进行决定。按图于起飞点前规划一个四边形并循环执 行，①②边、②③边边长为a，③④边边长为b，∠②=∠③=90· 航线相对地面高度为c，水平速度为d，转弯模式为停止转弯，停 留时间不作要求；,90,度,起飞点;①;②;②;③;③;④;②;③,,,,,,
gcond_121d0c77a317,gcond_121d0c77a317,gctpl_0a90fed6939d,gsec_bd719b2d7df6,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_23,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,24,2,2,(二),speed_height;bearing_angle,"a值为20米，b值为30米，c值为30m,d值为3m/s。 (航线方位及各数值可由委任代表按实际情况进行调整，考题以委任代 表规定数值为准)",20;30;30;3,m;m/s;米,,,,3m/s,,,
gcond_ec5a09512164,gcond_ec5a09512164,gctpl_9ee0cb775092,gsec_bd719b2d7df6,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_23,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,24,3,3,1、,coordinate,3号点经纬度： N:30°30′35” E:115°12'12”,3;30;30;35;115;12;12,°;度,,N:30°30′35”;E:115°12'12”,30°;115°,,,,
gcond_cd2837a48e41,gcond_cd2837a48e41,gctpl_d332a308865e,gsec_bd719b2d7df6,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_23,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,24,4,4,2、,coordinate;bearing_angle;restriction;geometry,由于空域限制：起飞 后需先向SE方向飞行 500米到达“避让点”， 再执行航线任务 图形1号点位于“避让点” NE方向距离350米,500;1;350,S;米,,,,,,500米;350米,
gcond_0d9584724f5b,gcond_0d9584724f5b,gctpl_fdb5138590df,gsec_bd719b2d7df6,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_23,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,24,5,5,3、,other,2号点到3号点东偏南,2;3,,,,,,,,
gcond_c2f84d348f4b,gcond_c2f84d348f4b,gctpl_b408a45af50c,gsec_5b8c8ef427c8,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_24,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,25,1,1,(一),speed_height;turn_hold_loop;bearing_angle;geometry;takeoff_return,"与 的相对方位由委任代表根据 现场环境等情况进行决定。按图于起飞点前规划一个四边形并循环执 行，①②边、②③边边长为a,③④边边长为b，∠②=∠③=90 航线相对地面高度为c，水平速度为d，转弯模式为停止转弯，停 留时间不作要求；",90,度,起飞点;①;②;②;③;③;④;②;③,,,,,,
gcond_7cc4cb701b85,gcond_7cc4cb701b85,gctpl_0a90fed6939d,gsec_5b8c8ef427c8,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_24,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,25,2,2,(二),speed_height;bearing_angle,"a值为20米，b值为30米，c值为30m,d值为3m/s。 (航线方位及各数值可由委任代表按实际情况进行调整，考题以委任代 表规定数值为准)",20;30;30;3,m;m/s;米,,,,3m/s,,,
gcond_0e5af7e0966c,gcond_0e5af7e0966c,gctpl_d66643d02642,gsec_5b8c8ef427c8,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_24,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,25,3,3,1、,coordinate,3号点经纬度： N:25°25'35” E:110°10'10”,3;25;25;35;110;10;10,°;度,,N:25°25'35”;E:110°10'10”,25°;110°,,,,
gcond_8a92822a1366,gcond_8a92822a1366,gctpl_d123049d04da,gsec_5b8c8ef427c8,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_24,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,25,4,4,2、,coordinate;bearing_angle;restriction;geometry,由于空域限制：起飞 后需先向SW方向飞行 400米到达“避让点”， 再执行航线任务 题卡图形1点到“避让点” 为NW方向距离200米,400;1;200,S;米,,,,,,400米;200米,
gcond_20b725361199,gcond_20b725361199,gctpl_f4bb6efd2c62,gsec_5b8c8ef427c8,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_24,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,25,5,5,3、,other,3-2东偏南38°,3;2;38,°,3,,38°,,,,
gcond_d75324686f25,gcond_d75324686f25,gctpl_b408a45af50c,gsec_2dbe4c714dfc,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_25,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,26,1,1,(一),speed_height;turn_hold_loop;bearing_angle;geometry;takeoff_return,"与 的相对方位由委任代表根据 现场环境等情况进行决定。按图于起飞点前规划一个四边形并循环执 行，①②边、②③边边长为a，③④边边长为b,∠②=∠③=90 航线相对地面高度为c，水平速度为d，转弯模式为停止转弯，停 留时间不作要求；",90,度,起飞点;①;②;②;③;③;④;②;③,,,,,,
gcond_f6f28078be2d,gcond_f6f28078be2d,gctpl_0a90fed6939d,gsec_2dbe4c714dfc,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_25,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,26,2,2,(二),speed_height;bearing_angle,"a值为20米，b值为30米，c值为30m,d值为3m/s。 (航线方位及各数值可由委任代表按实际情况进行调整，考题以委任代 表规定数值为准)",20;30;30;3,m;m/s;米,,,,3m/s,,,
gcond_d9544119d40e,gcond_d9544119d40e,gctpl_17b600a35ec6,gsec_2dbe4c714dfc,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_25,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,26,3,3,1、,coordinate,"2号点经纬度： N:28°42'36” E:118°18'18""",2;28;42;36;118;18;18,°;度,,"N:28°42'36”;E:118°18'18""",28°;118°,,,,
gcond_7ac791ba2c6f,gcond_7ac791ba2c6f,gctpl_a18e3a8189da,gsec_2dbe4c714dfc,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_25,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,26,4,4,2、,coordinate;bearing_angle;restriction;geometry,由于空域限制：起飞 后需先向SW方向飞行 500米到达“避让点”， 再执行航线任务 图形1号点到“避让点” NE方向距离300米,500;1;300,S;米,,,,,,500米;300米,
gcond_24a3812c7bf3,gcond_24a3812c7bf3,gctpl_38d2fda37421,gsec_2dbe4c714dfc,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_25,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,26,5,5,3、,other,2点位于3点西偏南15°,2;3;15,°,,,15°,,,,
gcond_5c97d489110c,gcond_5c97d489110c,gctpl_6a7cd46074e6,gsec_64803f4fe9a9,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_26,2026H1,2026H1,地面站避让点题型,2026-05-28,福建02考场,避让点题型-考试条件提取.docx,27,1,1,(一),coordinate;speed_height;turn_hold_loop;bearing_angle;geometry,"按图规划一个手动闭合直角梯形，航线执行10次，①②、② ③边长为a,①④边长为b,∠②=∠①=90°，航线相对地面高度为 c,水平速度为d，垂直速度为e,转弯模式为停止转弯，各点停留 时间12s;",10;90;12,s;°;度,①;②;②;③;①;④;②;①,,90°,,,,
gcond_27d897413d92,gcond_27d897413d92,gctpl_3a8d178c915a,gsec_64803f4fe9a9,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_26,2026H1,2026H1,地面站避让点题型,2026-05-28,福建02考场,避让点题型-考试条件提取.docx,27,2,2,(二),coordinate;speed_height,"a值为200米，b值为400米，c值为312m,d值为 4m/s,e值为2m/s。",200;400;312;4;2,m;m/s;米,,,,4m/s;2m/s,,,
gcond_443d318a8cfa,gcond_443d318a8cfa,gctpl_a1695ff1afe1,gsec_64803f4fe9a9,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_26,2026H1,2026H1,地面站避让点题型,2026-05-28,福建02考场,避让点题型-考试条件提取.docx,27,3,3,一：,coordinate;geometry,"起飞图形4号点经纬度： N:32°25′12"" E:107°43'54""",4;32;25;12;107;43;54,°;度,,"N:32°25′12"";E:107°43'54""",32°;107°,,,,
gcond_4c24e91873f3,gcond_4c24e91873f3,gctpl_fa36f2c3a738,gsec_64803f4fe9a9,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_26,2026H1,2026H1,地面站避让点题型,2026-05-28,福建02考场,避让点题型-考试条件提取.docx,27,4,4,二：,coordinate;speed_height;bearing_angle;restriction;geometry,起飞后需向SE方向 平飞290米到达避让点” 再执行航线任务。避让点 高度为152米 题卡图形1号点到“避让点 为SW方向300米处,290;152;1;300,S;度;米,,,,,290米;152米,290米,
gcond_f32a7fe507b3,gcond_f32a7fe507b3,gctpl_e9f75c5ad8c1,gsec_64803f4fe9a9,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_26,2026H1,2026H1,地面站避让点题型,2026-05-28,福建02考场,避让点题型-考试条件提取.docx,27,5,5,三：,geometry,题卡图形2号点位于题 卡图形3号点西偏北30度。,2;3;30,度,,,西偏北30度,,,,
gcond_044954fa8ba7,gcond_044954fa8ba7,gctpl_d027b19ac2a4,gsec_ed53665ec7e1,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_27,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,28,1,1,(一),coordinate;speed_height;turn_hold_loop;bearing_angle;geometry;takeoff_return,"与 的相对方位由委任代表根据 现场环境等情况进行决定。按图于起飞点前规划一个五边形并循环执 行，①②边及②③边的边长为a,∠②=∠④=∠①为90°，航线相 对地面高度为b，水平速度为c,转弯模式为停止转弯，各点停留 时间为e;",90,°;度,起飞点;①;②;②;③;②;④;①,,90°,,,,
gcond_a94afb35ea6f,gcond_a94afb35ea6f,gctpl_2dc5b9c4bd68,gsec_ed53665ec7e1,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_27,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,28,2,2,(二),coordinate;speed_height;bearing_angle,"a值为30米，b值为30米，c值为3m/s,e值为2s。 (航线方位及各数值可由委任代表按实际情况进行调整，考题以委任代 表规定数值为准)",30;30;3;2,m/s;s;米,,,,3m/s,,,
gcond_ff004218173c,gcond_ff004218173c,gctpl_def5f55cb023,gsec_ed53665ec7e1,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_27,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,28,3,3,1、,coordinate,2号点经纬度： N:28°42'36” E:115°18′18”,2;28;42;36;115;18;18,°;度,,N:28°42'36”;E:115°18′18”,28°;115°,,,,
gcond_bb4e7ff17dac,gcond_bb4e7ff17dac,gctpl_a18e3a8189da,gsec_ed53665ec7e1,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_27,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,28,4,4,2、,coordinate;bearing_angle;restriction;geometry,由于空域限制：起飞 后需先向SW方向飞行 500米到达“避让点”， 再执行航线任务 图形1号点到“避让点” NE方向距离300米,500;1;300,S;米,,,,,,500米;300米,
gcond_d4d8c276b6db,gcond_d4d8c276b6db,gctpl_ce4d6304aa3a,gsec_ed53665ec7e1,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_27,2026H1,2026H1,地面站避让点题型,2026-04-28,福建02考场,避让点题型-考试条件提取.docx,28,5,5,3、,other,3-2西偏南15°,3;2;15,°,3,,15°,,,,
gcond_81a8ada6c807,gcond_81a8ada6c807,gctpl_3a5874ca88c1,gsec_8f1e0883327f,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_28,2026H1,2026H1,地面站避让点题型,2026-05-29,甘肃01考场,避让点题型-考试条件提取.docx,29,1,1,(一),coordinate;speed_height;turn_hold_loop;geometry,"规划一个闭合六边形并循环执行，边长为a,①②③航点 相对地面高度为b,④⑤⑥航点相对地面高度为c,水平速度为d, 垂直速度为e,转弯方式为停止转弯，各点停留时间为f;",,度,①;②;③;④;⑤;⑥,,,,,,
gcond_efcbc3f19fd7,gcond_efcbc3f19fd7,gctpl_4edf43250e90,gsec_8f1e0883327f,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_28,2026H1,2026H1,地面站避让点题型,2026-05-29,甘肃01考场,避让点题型-考试条件提取.docx,29,2,2,(二),coordinate;speed_height,"a值为300米，b值为35米，c值为25m,d值为4m/s, e值为2m/s,f值为2s。",300;35;25;4;2;2,m;m/s;s;米,,,,4m/s;2m/s,,,
gcond_5ae71f0bb4c7,gcond_5ae71f0bb4c7,gctpl_3122354d3d58,gsec_8f1e0883327f,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_28,2026H1,2026H1,地面站避让点题型,2026-05-29,甘肃01考场,避让点题型-考试条件提取.docx,29,3,3,1、,coordinate;geometry,"题卡图形2号经纬度： N:26°25′26"" E:120°12'12""",2;26;25;26;120;12;12,°;度,,"N:26°25′26"";E:120°12'12""",26°;120°,,,,
gcond_74f84be804ec,gcond_74f84be804ec,gctpl_ed84ad675d66,gsec_8f1e0883327f,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_28,2026H1,2026H1,地面站避让点题型,2026-05-29,甘肃01考场,避让点题型-考试条件提取.docx,29,4,4,2、,coordinate;speed_height;bearing_angle;restriction;geometry,起飞后需向NE方向飞行 500米到达“避让点”再执行 航线任务，避让点高度为110米。 题卡图形1号点位于“避让点” NW方向400米处,500;110;1;400,度;米,,,,,110米,500米;110米;400米,
gcond_b3b9c535b6d4,gcond_b3b9c535b6d4,gctpl_9f351572c65d,gsec_8f1e0883327f,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_28,2026H1,2026H1,地面站避让点题型,2026-05-29,甘肃01考场,避让点题型-考试条件提取.docx,29,5,5,3、,geometry,题卡图形2号点到题卡图形1 号点南偏东15度。,2;1;15,度,,,南偏东15度,,,,
gcond_2315f6812a15,gcond_2315f6812a15,gctpl_4ffe584e56f2,gsec_725dee392731,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_29,2026H1,2026H1,地面站避让点题型,2026-05-29,甘肃01考场,避让点题型-考试条件提取.docx,30,1,1,(一),coordinate;speed_height;turn_hold_loop,"规划扫描航线要求闭合不循环，航线长度为a,航线间隔 为b,航线相对地面高度为c,水平速度为d,垂直速度为e,转弯方 式为协调转弯；",,度,,,,,,,
gcond_6d9e28c6511f,gcond_6d9e28c6511f,gctpl_eb14ee22a11e,gsec_725dee392731,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_29,2026H1,2026H1,地面站避让点题型,2026-05-29,甘肃01考场,避让点题型-考试条件提取.docx,30,2,2,(二),coordinate;speed_height,"a值为300米，b值为100米，c值为300m,d值为3m/s, e值为2m/s。",300;100;300;3;2,m;m/s;米,,,,3m/s;2m/s,,,
gcond_70fd3cb80cc2,gcond_70fd3cb80cc2,gctpl_eba0d775152d,gsec_725dee392731,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_29,2026H1,2026H1,地面站避让点题型,2026-05-29,甘肃01考场,避让点题型-考试条件提取.docx,30,3,3,二：,coordinate;bearing_angle;restriction;geometry,起飞后需向SW方向飞 行600米到达“避让点”再 执行航线任务。避让点高 4 度为320米题卡图形1号点 到“避让点”为SE方向500 1 米处,600;4;320;1;500;1,S;度;米,4;1,,4 度,,320米,600米,
gcond_d6127d31d555,gcond_d6127d31d555,gctpl_cae8177dc114,gsec_725dee392731,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_29,2026H1,2026H1,地面站避让点题型,2026-05-29,甘肃01考场,避让点题型-考试条件提取.docx,30,4,4,三：,geometry,题卡图形2号点位于题 卡图形3号点东偏南20度。,2;3;20,度,,,东偏南20度,,,,
gcond_086643d4a0e8,gcond_086643d4a0e8,gctpl_fb08a1c854a5,gsec_7b2a513ef182,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_30,2026H1,2026H1,地面站避让点题型,2026-06-02,甘肃01考场,避让点题型-考试条件提取.docx,31,1,1,(一),coordinate;speed_height;turn_hold_loop,"规划扫描航线要求闭合不循环，航线长度为a,航线间隔 为b,航线相对地面高度为c,水平速度为d,垂直速度为e,转弯模 式为协调转弯；",,度,,,,,,,
gcond_78ec6b1050c9,gcond_78ec6b1050c9,gctpl_eb14ee22a11e,gsec_7b2a513ef182,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_30,2026H1,2026H1,地面站避让点题型,2026-06-02,甘肃01考场,避让点题型-考试条件提取.docx,31,2,2,(二),coordinate;speed_height,"a值为300米，b值为100米，c值为300m,d值为3m/s, e值为2m/s。",300;100;300;3;2,m;m/s;米,,,,3m/s;2m/s,,,
gcond_f3b702ffe54d,gcond_f3b702ffe54d,gctpl_9617385cc27d,gsec_7b2a513ef182,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_30,2026H1,2026H1,地面站避让点题型,2026-06-02,甘肃01考场,避让点题型-考试条件提取.docx,31,3,3,二：,coordinate;speed_height;bearing_angle;restriction;geometry,起飞后需向SW方向飞行 600米到达“避让点”再执行 航线任务。避让点高度为320 4 米 题卡图形1号点到“避让点 1 为SE方向500米处。,600;320;4;1;1;500,S;度;米,4;1,,,,4 米,600米,
gcond_63cab68fb423,gcond_63cab68fb423,gctpl_cae8177dc114,gsec_7b2a513ef182,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_30,2026H1,2026H1,地面站避让点题型,2026-06-02,甘肃01考场,避让点题型-考试条件提取.docx,31,4,4,三：,geometry,题卡图形2号点位于题卡 图形3号点东偏南20度。,2;3;20,度,,,东偏南20度,,,,
gcond_9cebb4ac4ca4,gcond_9cebb4ac4ca4,gctpl_029b3bf09e65,gsec_fb19125fae79,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_31,2026H1,2026H1,地面站避让点题型,2026-05-29,甘肃01考场,避让点题型-考试条件提取.docx,32,1,1,(一),coordinate;speed_height;turn_hold_loop;bearing_angle;geometry,"按图规划一个闭合四边形并循环执行，①②、②③边长为a, ①④边长为b,∠②=∠①=90·，航线相对地面高度为c,水平速度 为d，垂直速度为e,转弯模式为停止转弯，停留时间5s;",90;5,s;度,①;②;②;③;①;④;②;①,,,,,,
gcond_53dd8b6dcd91,gcond_53dd8b6dcd91,gctpl_0c10b202a24e,gsec_fb19125fae79,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_31,2026H1,2026H1,地面站避让点题型,2026-05-29,甘肃01考场,避让点题型-考试条件提取.docx,32,2,2,(二),coordinate;speed_height,"a值为200米，b值为300米，c值为300m,d值为 3m/s,e值为2m/s。",200;300;300;3;2,m;m/s;米,,,,3m/s;2m/s,,,
gcond_550a8ddb124e,gcond_550a8ddb124e,gctpl_060639038325,gsec_fb19125fae79,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_31,2026H1,2026H1,地面站避让点题型,2026-05-29,甘肃01考场,避让点题型-考试条件提取.docx,32,3,3,一：,coordinate;geometry,题卡图形3号点经纬度： N:30°31'30 E:120°10'10°,3;30;31;30;120;10;10,°;度,,N:30°31'30;E:120°10'10,30°;120°;10°,,,,
gcond_40b5774c3e82,gcond_40b5774c3e82,gctpl_85daa8a58d11,gsec_fb19125fae79,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_31,2026H1,2026H1,地面站避让点题型,2026-05-29,甘肃01考场,避让点题型-考试条件提取.docx,32,4,4,二：,coordinate;speed_height;bearing_angle;restriction;geometry,"起飞后需向NW方向飞 行650米到达“""避让点”再 执行航线任务。避让点高度 为330米 题卡图形1号点到“避让点 为SE方向450米处",650;330;1;450,S;度;米,,,,,330米,650米,
gcond_8895e84c8e4a,gcond_8895e84c8e4a,gctpl_902faa85386f,gsec_fb19125fae79,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_31,2026H1,2026H1,地面站避让点题型,2026-05-29,甘肃01考场,避让点题型-考试条件提取.docx,32,5,5,三：,geometry,题卡图形2号点位于题 卡图形3号点北偏西45度。,2;3;45,度,,,北偏西45度,,,,
gcond_a268858f9cef,gcond_a268858f9cef,gctpl_1ce7045e21d7,gsec_4f95ab84b2d2,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_32,2026H1,2026H1,地面站避让点题型,2026-05-06,广东02考场,避让点题型-考试条件提取.docx,33,1,1,(一),coordinate;speed_height;turn_hold_loop;bearing_angle;geometry,"按图规划一个闭合四边形并循环执行，①②边、②③边边 长为a,①④边边长为b,∠①=∠②=90·航线相对地面高度为c, 水平速度为d，垂直速度为e,转弯模式为停止转弯，停留时间5s；",90;5,s;度,①;②;②;③;①;④;①;②,,,,,,
gcond_34a61207d796,gcond_34a61207d796,gctpl_ee62dbe1fda2,gsec_4f95ab84b2d2,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_32,2026H1,2026H1,地面站避让点题型,2026-05-06,广东02考场,避让点题型-考试条件提取.docx,33,2,2,(二),coordinate;speed_height,"a值为200米，b值为400米，c值为300m,d值为 4m/s,e值为3m/s。",200;400;300;4;3,m;m/s;米,,,,4m/s;3m/s,,,
gcond_bf481e4c0650,gcond_bf481e4c0650,gctpl_505ea519b218,gsec_4f95ab84b2d2,qbank_32b37a2f20be,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_32,2026H1,2026H1,地面站避让点题型,2026-05-06,广东02考场,避让点题型-考试条件提取.docx,33,3,3,一：,coordinate;geometry,"题卡图形1号点经纬度： N:28°42'31"" E:115°18'18""",1;28;42;31;115;18;18,°;度,,"N:28°42'31"";E:115°18'18""",28°;115°,,,,
