case_id,question_bank_id,document_id,chunk_id,doc_name,batch,source_version,exam_period_start,exam_period_end,exam_scope,question_type,source_docx,source_relative_path,source_page,declared_doc_pages,declared_doc_conditions,exam_site,province,exam_room,exam_date,condition_count,skill_labels,quality_flags,raw_text
gsec_2c6d9afb0a68,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_52,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,53,121,603,河北04考场,河北,04考场,2026-05-25,5,经纬度换算;航向方位判断;夹角计算;避让点规划;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"河北04考场地面站真题 | 日期：2026.05.25
(一) 按图规划一个手动闭合直角梯形，航线执行10次，①②、 ②③边长为a,①④边边长为b，∠②=∠①=90°航线相对地面高度为c ，水平速度为d，垂直速度为e,转弯模式为停止转弯，各点停留时 间15s;
(二) a值为200米，b值为300米，c值为300m,d值为 6m/s,e值为2m/s。
1、 题卡图形4号点经纬度： N:35°35′32” E:110°13′14”
2、 起飞后需向NW方向飞行 600米到达“避让点”再执行 航线任务。避让点高度为90米 题卡图形1号点到“避让点”为 SE方向500米处
3、 题卡图形2号点位于题卡图 形3号点北偏西20度。"
gsec_ed96e0cb8b6e,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_53,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,54,121,603,河北04考场,河北,04考场,2026-05-25,5,经纬度换算;航向方位判断;夹角计算;避让点规划;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"河北04考场地面站真题 | 日期：2026.05.25
(一) 规划一个手动闭合五边形，航线执行15次，①②、②③、①⑤边的边长 为a,∠②=∠①为90°，∠④=90°③④、④⑤边长相等。航线相对地面高度为b, 水平速度为c，垂直速度为d,转弯模式为停止转弯，各点停留时间为e;
(二) a值为300米，b值为300米，c值为6ms,d值为4ms,e值为10s。
1、 题卡图形1号点经纬度： N:36°36'15""” E:112°43'12
2、 起飞后需向SE方向飞 行600米到达“避让点” 再执行航线任务，避让点 高度为110米。 题卡图形1号点位于“避让 点”NW方向500米处
3、 题卡图形3号点到题卡 图形2号点西偏南25度。"
gsec_dc26e5b913d5,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_54,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,55,121,603,河南01考场,河南,01考场,2026-06-02,5,经纬度换算;航向方位判断;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"河南01考场地面站真题 | 日期：2026.06.02
(一) 规划一个闭合六边形并循环执行，边长为a,①②③航点 相对地面高度为b，④⑤⑥航点相对地面高度为c,水平速度为， 垂直速度为e,转弯方式为停止转弯，各点停留时间为f;
(二) a值为300米，b值为35米，c值为25m,d值为4m/s, e值为3m/s,f值为2s。
一、 提卡图形④经纬度： 3 N:78°25′25"" E:21°22'23
二、 起飞后需向NE方向飞 行500米到达“过渡点” 再执行航线任务。过渡点 高度为110米 题卡图形①号点到“过渡 点”的方向为SE,距离40 0米
三、 题卡图形③号点位于 题卡图形④号点南偏东30°"
gsec_9363498d7f89,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_55,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,56,121,603,河南01考场,河南,01考场,2026-05-17,5,经纬度换算;航向方位判断;夹角计算;避让点规划;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"河南01考场地面站真题 | 日期：2026.05.17
(一) 规划一个闭合等边三角形并循环执行，边长为a，所有航线相对地 面高度为b，水平速度为c,垂直速度为d，转弯方式为停止转弯，停留时间 为f;
(二) a值为100米，b值为50米，c值为5m/s,d值为3m/s,f值为 7s0
一、 起飞点经纬度： N:34°50'27"" E:113°15′29
二、 由于空域限制，起飞后 需先向SW方向平飞500米 到达“避让点”，再执行 航线任务。 提卡图形1号点到避让点航 向为NE方向距离300米处
三、 题卡图形2号点位于题 卡图形3号点西偏南15°。"
gsec_c36f45dd56ba,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_56,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,57,121,603,河南01考场,河南,01考场,2026-06-02,5,经纬度换算;航向方位判断;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"河南01考场地面站真题 | 日期：2026.06.02
(一) 规划扫描航线要求闭合不循环，航线长度为a,航线间隔 为b,航线相对地面高度为c,水平速度为d,垂直速度为e,转弯方 式为协调转弯；
(二) a值为300米，b值为100米，c值为300m,d值为3m/s, e值为2m/s。
一： 题卡图形③号点经纬度： 12 N:78°29'28 E:21°22'23
二： 起飞后需向SW方向飞行 600米到达”过渡点“再执行 航线任务。过度点高度为320 米 题卡图形①号点到”过渡点 1 为SE方向500米处
三： 题卡图形②点到题卡图形 ①号点东偏南20度。"
gsec_05ec1fc02ce6,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_57,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,58,121,603,河南01考场,河南,01考场,2026-06-02,5,经纬度换算;航向方位判断;夹角计算;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"河南01考场地面站真题 | 日期：2026.06.02
(一) 按图规划一个闭合四边形并循环执行，①②，②③边长为a, ①④边长为b,∠②=∠①=90°，航线相对地面高度为c,水平速度 为d，垂直速度为e,转弯模式为停止转弯，停留时间5s;
(二) a值为300米，b值为420米，c值为300m,d值为 3m/s,e值为2m/s。
一、 题卡图形④号点经纬度： N:28°29'30 E:58°27'28""
二、 起飞后需向西偏北30° 方向飞行650米到达“过渡 点”再执行航线任务。过渡 点高度为320米。 题卡图形①号点到“过渡 点”为SW方向，距离450米。
三、 题卡图形②号点位于 题卡图形③号点北偏西45"
gsec_883a9e3a82ca,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_58,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,59,121,603,河南02考场,河南,02考场,2026-06-05,5,经纬度换算;航向方位判断;避让点规划;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"河南02考场地面站真题 | 日期：2026.06.05
(一) 按图规划一个手动闭合的任务航线，航线执行4次，①③、 ②③、②④、①④边长为300米，①点相对地面高度为a,②点相对地 面高度为b，③点相对地面高度为c，④点相对地面高度为d,水平 速度为e，垂直速度为f，转弯模式为停止转弯，停留时间7s;
(二) a值为24米，b值为21米，c值为37m,d值为18m, e值为5m/s,f值为3m/s。
1、 避让点经纬度： N:36°22'48” E:103°41'48""
2、 起飞后需向NW方向飞行 132米到达""避让点""再执行航 线任务。避让点高度为79米。 题卡图形1号点位于""避让点” SW方向352米处。
3、 题卡图形1号点到题卡图形2 号点西南偏南30度。"
gsec_594870096b7a,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_59,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,60,121,603,河南02考场,河南,02考场,2026-06-05,5,经纬度换算;航向方位判断;夹角计算;避让点规划;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"河南02考场地面站真题 | 日期：2026.06.05
(一) 规划一个手动闭合等边三角形，边长为a,所有航线相对地面高度为b, 水平速度为c，垂直速度为d，转弯方式为停止转弯，停留时间为f,航线执行次 数为g;
(二) a值为100米，b值为55米，c值为5m/s,d值为2m/s,f值为8秒， g值为4次。
一、 题卡图形的航点②经纬度： N:34°29'43"" E:113°16′02”
二、 由于空域限制，飞机不能由起 飞点直飞题卡图形航点①，需先向 NW方向保持高度100米平飞400米 距离到达避让点，再向NE方向飞 行200米到达题卡图形的航点①。
三、 西南风题卡图形航点①到题卡 图形航点②是顺风方向。"
gsec_1660ea9ac04c,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_60,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,61,121,603,河南02考场,河南,02考场,2026-05-29,5,经纬度换算;航向方位判断;夹角计算;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"河南02考场地面站真题 | 日期：2026.05.29
(一) 按图规划一个闭合四边形并循环执行，①②，②③边长为a, ①④边长为b,∠②=∠①=90·，航线相对地面高度为c,水平速度 为d，垂直速度为e,转弯模式为停止转弯，停留时间5s;
(二) a值为300米，b值为420米，c值为300m,d值为 3m/s,e值为2m/s。
一： 起飞点经纬度： E:28°29'30"" N:26°27'28""
二： 起飞后需向东南方向 飞行650米到达“过渡点” 再执行航线任务。过渡点 高度为300米 “过渡点”到题卡图形①点 为SW方向，距离450米处
三： 题卡图形2号点位于题 卡图形1号点东偏北45°。"
gsec_554d8c09a26c,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_61,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,62,121,603,河南02考场,河南,02考场,2026-05-29,4,经纬度换算;航向方位判断;夹角计算;避让点规划;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"河南02考场地面站真题 | 日期：2026.05.29
(一) 规划一个闭合五边形并循环执行，①②、②③、①⑤边的边长为a, ∠②=∠①为90°，∠④=90°。航线相对地面高度为b,水平速度为c,垂直 速度为d,转弯模式为停止转弯，各点停留时间为e;
(二) a值为300米，b值为310米，c值为3m/s,d值为2mls,e 值为10s。
二： 起飞后需向SE方向飞行 650米到达“避让点”再执 行航线任务，避让点高度为 335米 “避让点”位于题卡图形1号 点SW方向435米处。
三： 题卡图形3号点到题卡 图形2号点西偏南25度。"
gsec_1280daf19459,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_62,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,63,121,603,河南02考场,河南,02考场,2026-06-05,5,经纬度换算;航向方位判断;夹角计算;避让点规划;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"河南02考场地面站真题 | 日期：2026.06.05
(一) 规划一个手动闭合五边形，航线执行11次，①②、②③、①⑤边的边长 为a,∠②=∠①为90°，∠④=90°③④、④⑤边长相等。航线相对地面高度为b, 水平速度为c，垂直速度为d,转弯模式为停止转弯，各点停留时间为e；
(二) a值为300米，b值为300米，c值为6m/s,d值为4ms,e值为13s。
1、 题卡图形1号点经纬度： N:36°26'45"" E:111°23′42""
2、 起飞后需向NW方向飞行 234米到达""避让点""再执行航 线任务。避让点高度为312米。 题卡图形1号点位于""避让点” SE方向184米处。
3、 题卡图形3号点到题卡图形2 号点西南偏南25度。"
gsec_f3be363f43fb,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_63,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,64,121,603,黑龙江01考场,黑龙江,01考场,2026-04-24,5,经纬度换算;航向方位判断;避让点规划;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"黑龙江01考场地面站真题 | 日期：2026.04.24
(一) 按图规划一个闭合的任务航线并循环执行，①③、②③、 ②④、①④边长为300米，①点相对地面高度为a，②点相对地面高 度为b，③点相对地面高度为c，④点相对地面高度为d,水平速度 为e，垂直速度为f，转弯模式为停止转弯，停留时间2s;
(二) a值为20米，b值为25米，c值为30m,d值为20m, e值为2m/s,f值为2m/s。
1、 “避让点”经纬度： N:27°46'36” E:123°12'17""
2、 空域限制：起飞后需 向SW方向飞行600米到 达“避让点”再执行航线 任务。左图2号点位于此 点NW方向500米处。
3、 当地风向：东南风 3-2逆风飞行"
gsec_353e2218a332,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_64,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,65,121,603,黑龙江01考场,黑龙江,01考场,2026-04-24,5,经纬度换算;航向方位判断;避让点规划;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"黑龙江01考场地面站真题 | 日期：2026.04.24
(一) 规划一个闭合六边形并循环执行，边长为a,①②③航点 相对地面高度为b,④⑤⑥航点相对地面高度为c,水平速度为d,垂 直速度为e，转弯方式为停止转弯，各点停留时间为f；
(二) a值为300米，b值为30米，c值为25m,d值为4m/s, e值为2m/s,f值为2s。
一、 “避让”点经纬度： N:36.2547° 3 E:114.4306°
二、 由于空域限制，飞机 需先向SW方向平飞800 米到达“避让”点，再向SE 方向平飞700米，到左图航 线的航点1
三、 左图航点3位于2点西 偏南20度"
gsec_ea0eda9fcbc5,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_65,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,66,121,603,黑龙江01考场,黑龙江,01考场,2026-06-10,6,经纬度换算;航向方位判断;避让点规划;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"黑龙江01考场地面站真题 | 日期：2026.06.10
(一) 规划一个闭合六边形航线，不循环执行，边长为a, ①②③航点相对地面高度为b,④⑤⑥航点相对地面高度为c,水 平速度为d,垂直速度为e,转弯方式为停止转弯，各点停留时间 为f;
(二) a值为300米，b值为35米，c值为25m,d值为4m/s, e值为2m/s,f值为2s。
1、 题卡图形2号点经纬度： 3 N:26°25'26 E:120°12'12”“
2、 起飞后需向SE方向飞行
6) 500米到达""避让点""再执行航 线任务。避让点高度为80米。 题卡图形1号点位于""避让点"" SW方向400米处。
3、 题卡图形2号点到题卡图形 1号点南偏东15度。"
gsec_6460b56e0527,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_66,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,67,121,603,黑龙江01考场,黑龙江,01考场,2026-04-24,5,经纬度换算;航向方位判断;夹角计算;避让点规划;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"黑龙江01考场地面站真题 | 日期：2026.04.24
(一) 规划一个闭合等边三角形并循环执行，边长为a，所有航线相对地面 高度为b，水平速度为c，垂直速度为d,转弯方式为停止转弯，停留时间5s;
(二) a值为50米，b值为50米，c值为3m/s,d值为2m/s。
一、 “避让”点经纬度： N:36.2547° E:114.4306°
二、 由于空域限制，飞 机需先向SW方向平飞 800米到达“避让”点， 再向SE方向平飞700 米，到左图航线的航点1
三、 左图航点3位于2点 西偏南20度"
gsec_4b2d1500a9ff,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_67,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,68,121,603,黑龙江01考场,黑龙江,01考场,2026-04-24,4,经纬度换算;航向方位判断;避让点规划;空域地形限制处理;速度高度参数设置;转弯停留循环设置;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"黑龙江01考场地面站真题 | 日期：2026.04.24
(一) 规划一个扫描航线并循环执行。航线长度为a,航线间隔 为b，航线相对地面高度为c,水平速度为d,垂直速度为e,转弯模式 为停止转弯，停留时间为f；
(二) a值为300米，b值为100米，c值为25m,d值为4m/s, e值为2m/s,f值为2s。
二、 由于空域限制，飞 机需先向SW方向平飞 800米到达“避让”点， 3 再向SE方向平飞700 米，到左图航线的航点2
三、 左图航点3位于2点 西偏南20度"
gsec_969d5fe44df4,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_68,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,69,121,603,黑龙江01考场,黑龙江,01考场,2026-06-10,5,经纬度换算;航向方位判断;避让点规划;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"黑龙江01考场地面站真题 | 日期：2026.06.10
(一) 规划扫描航线要求闭合不循环，航线长度为a,航线间隔 为b,航线相对地面高度为c,水平速度为d,垂直速度为e,转弯模 式为协调转弯；
(二) a值为300米，b值为100米，c值为300m,d值为3m/s,e值 为2m/s。
1、 题卡图形7号点经纬度： N:27°29'28"" E:120°36'12
2、 起飞后需向NW方向飞行 600米到达""避让点""再执行航 线任务。避让点高度为320米。 4 题卡图形1号点到""避让点""为 NE方向500米。
3、 题卡图形2号点位于题卡图 形3号点东偏南20度。"
gsec_a173969765a8,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_69,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,70,121,603,黑龙江01考场,黑龙江,01考场,2026-06-10,5,经纬度换算;航向方位判断;夹角计算;避让点规划;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"黑龙江01考场地面站真题 | 日期：2026.06.10
(一) 按图规划一个闭合四边形并循环执行，②③边长为，①④ 边长为b,∠②=∠①=90°，∠④=60°。航线相对地面高度为c,水平速度 为d,垂直速度为e,转弯模式为停止转弯，停留时间5s;
(二) a值为200米，b值为300米，c值为300m,d值为3m/s,e值为2m/s。
1、 题卡图形4号点经纬度： N:30°35′32"" E:120°13′14”
2、 起飞后需向NW方向飞行 600米到达“避让点”再执行航 线任务。避让点高度为330米。 题卡图形1号点到“避让点”为 SE方向500米。
3、 题卡图形2号点位于题卡 图形3号点北偏西20度。"
gsec_b8f14bf671e1,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_70,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,71,121,603,黑龙江01考场,黑龙江,01考场,2026-06-10,5,经纬度换算;航向方位判断;夹角计算;避让点规划;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"黑龙江01考场地面站真题 | 日期：2026.06.10
(一) 与 的相对方位由委任代表根据 现场环境等情况进行决定。按图规划一个四边形并循环执行，①②边、 ②③边边长为a,③④边边长为b,∠②=∠③=90°。航线相对地面高度 为c,水平速度为d,垂直速度为e,转弯模式为停止转弯，停留时间5s;
(二) a值为200米，b值为300米，c值为100m,d值为5m/s,e值为 2m/。
1、 避让点经纬度： N:45°40'44.04"" E:123°27′24.12
2、 由于空域限制，起飞后 需向SE方向平飞200米到达 避让点，任务航线1号点位 于避让点SW方向距离80米。
3、 任务航点4-3航向角 NE45°。"
gsec_d318a96b0b53,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_71,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,72,121,603,黑龙江01考场,黑龙江,01考场,2026-06-10,5,经纬度换算;航向方位判断;夹角计算;避让点规划;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"黑龙江01考场地面站真题 | 日期：2026.06.10
(一) 按图规划一个闭合四边形并循环执行，②③边长为，①④ 边长为b,∠②=∠①=90°，∠④=60°。航线相对地面高度为c,水平速度 为d,垂直速度为e,转弯模式为停止转弯，停留时间5s;
(二) a值为200米，b值为300米，c值为300m,d值为3m/s,e值为2m/s。
1、 题卡图形4号点经纬度： N:30°35′32"" E:120°13′14”
2、 起飞后需向NW方向飞行 600米到达“避让点”再执行航 线任务。避让点高度为330米。 题卡图形1号点到“避让点”为 SE方向500米。
3、 题卡图形2号点位于题卡 图形3号点北偏西20度。"
gsec_ac5a4a035923,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_72,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,73,121,603,湖北01考场,湖北,01考场,2026-05-26,5,经纬度换算;避让点规划;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"湖北01考场地面站真题 | 日期：2026.05.26
(一) 按图规划一个闭合的任务航线并循环执行，①③、②③、 ②④、①④边长为300米，①点相对地面高度为a,②点相对地面高 度为b，③点相对地面高度为c，④点相对地面高度为d，水平速 度为e，垂直速度为f，转弯模式为停止转弯，停留时间2s；
(二) a值为20米，b值为25米，c值为30m,d值为20m, e值为2m/s,f值为2m/s。
1、 避让点经纬度： N:26°25'26” E:120°12'12”
2、 起飞后需向S方向飞行500 米到达""避让点""再执行航线任 务，避让点高度为50米。 题卡图形1号点位于""避让点” W方向400米处。
3、 题卡图形3号点到题卡图形 2号点北偏东5度"
gsec_e1db3f188812,qbank_32b37a2f20be,doc_3c8542fa3ac3,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt_73,实操题库_地面站考试条件_2026H1_地面站避让点题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,地面站避让点题型,避让点题型-考试条件提取.docx,地面站考试真题（2026年1月-6月）/地面站避让点题型/避让点题型-考试条件提取.docx,74,121,603,湖北01考场,湖北,01考场,2026-05-26,5,经纬度换算;航向方位判断;避让点规划;速度高度参数设置;转弯停留循环设置;几何图形航线规划;题型:地面站避让点,doc_condition_count_mismatch;source_gap,"湖北01考场地面站真题 | 日期：2026.05.26
(一) 规划一个闭合六边形并循环执行，边长为a,①②③航点 相对地面高度为b,④⑤⑥航点相对地面高度为c，水平速度为d, 垂直速度为e,转弯方式为停止转弯，各点停留时间为f;
(二) a值为300米，b值为35米，c值为25m,d值为4m/s, e值为2m/s,f值为2s。
1、 题卡图形2号点经纬度： N:26°25′26"" E:120°12'12”
2、 起飞后需向NE方向飞行500 米到达""避让点""再执行航线任 务，避让点高度为80米。 题卡图形1号点位于""避让点"" NW方向400米处。
3、 题卡图形2号点到题卡图形1 号点南偏东15度"
